name,team,min,shot,goal,goal_allowed,assist,player_id,match_id,date,pass,pass_accurate,tackle,accel,counter,opportunity,keypass,own_goal,interception,smart,clearance,cross,air_duel,air_duel_won,gk_leave_line,gk_save_attempt,throw,corner,pos,side,player_rank,started
P. Sisto,Denmark,58.0,0,0,0,0,241945,2057970,20180626,13,6,0,1,0,0,0,0,3,0,0,1,2,0,0,0,0,0,MID,left,-0.0032,True
L. Hernández,France,49.0,0,0,0,0,279545,2057970,20180626,34,29,1,2,0,0,0,0,0,0,0,2,2,2,0,0,10,0,DEF,left,-0.0037,True
K. Dolberg,Denmark,17.0,0,0,0,0,281254,2057970,20180626,6,4,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,FWD,central,-0.0001,False
O. Dembélé,France,76.0,2,0,0,0,286390,2057970,20180626,41,35,0,3,2,1,1,0,1,0,0,1,2,1,0,0,0,1,FWD,right,0.018,True
K. Mbappé,France,14.0,0,0,0,0,353833,2057970,20180626,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FWD,right,-0.0004,False
J. Guðmunds­son,Iceland,63.0,1,0,0,0,93,2057972,20180616,13,10,0,0,2,0,0,0,3,0,2,1,1,1,0,0,0,0,MID,right,0.0014,True
É. Banega,Argentina,36.0,2,0,0,0,3280,2057972,20180616,54,46,2,1,4,1,0,0,2,0,0,2,0,0,0,0,1,1,MID,central,0.0151,False
Á. di María,Argentina,75.0,0,0,0,0,3314,2057972,20180616,36,31,0,2,1,0,2,0,0,0,0,6,0,0,0,0,2,4,MID,left,-0.0032,True
G. Higuaín,Argentina,6.0,0,0,0,0,3323,2057972,20180616,5,4,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,FWD,central,-0.0007,False
J. Mascherano,Argentina,90.0,1,0,0,0,3355,2057972,20180616,134,128,0,0,5,1,1,0,7,0,3,0,5,2,0,0,0,0,DEF,central,0.0307,True
L. Messi,Argentina,90.0,7,0,0,0,3359,2057972,20180616,67,61,0,7,10,5,1,0,0,0,0,0,0,0,0,0,0,1,FWD,central,0.0057,True
E. Salvio,Argentina,90.0,1,0,0,0,3445,2057972,20180616,76,64,2,2,2,0,0,0,4,0,1,4,12,3,0,0,6,0,MID,right,0.0062,True
W. Caballero,Argentina,,0,0,1,0,3551,2057972,20180616,16,15,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,GKP,,,True
S. Agüero,Argentina,90.0,3,1,0,0,8325,2057972,20180616,42,32,0,1,3,1,0,0,0,0,0,1,2,1,0,0,0,0,FWD,central,0.0111,True
E. Hallfreðsson,Iceland,90.0,0,0,0,0,21314,2057972,20180616,26,23,2,0,0,0,0,0,6,0,0,1,1,1,0,0,0,0,MID,left,-0.0001,True
L. Biglia,Argentina,54.0,2,0,0,0,37732,2057972,20180616,50,47,0,0,0,2,0,0,2,0,1,0,4,3,0,0,0,0,MID,left,0.0055,True
A. Finnbogason,Iceland,89.0,2,1,0,0,37948,2057972,20180616,15,13,1,0,2,3,0,0,4,0,0,0,7,1,0,0,0,0,FWD,central,0.0159,True
B. Bjarnason,Iceland,90.0,1,0,0,0,38084,2057972,20180616,16,11,0,0,0,2,0,0,3,0,0,1,3,0,0,0,0,0,MID,left,-0.0052,True
A. Skúlason,Iceland,14.0,0,0,0,0,51127,2057972,20180616,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,DEF,right,0.0007,False
B. Sævarsson,Iceland,90.0,0,0,0,0,54451,2057972,20180616,14,12,0,0,0,0,0,0,11,0,3,0,0,0,0,0,1,0,DEF,right,0.0027,True
B. Sigurðarson,Iceland,,0,0,0,0,54495,2057972,20180616,1,1,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,FWD,,,False
R. Sigurðsson,Iceland,90.0,0,0,0,0,55983,2057972,20180616,11,10,1,0,0,0,0,0,7,0,3,0,2,1,0,0,0,0,DEF,left,0.0056,True
R. Gíslason,Iceland,27.0,0,0,0,0,56146,2057972,20180616,3,3,1,0,0,0,0,0,1,0,1,0,3,1,0,0,0,0,FWD,left,0.0026,False
H. Halldórsson,Iceland,,0,0,1,0,57226,2057972,20180616,16,12,0,0,0,0,0,0,1,0,1,0,0,0,1,5,0,0,GKP,,,True
K. Árnason,Iceland,90.0,0,0,0,0,62221,2057972,20180616,12,10,0,0,0,0,1,0,6,0,5,0,16,4,0,0,0,0,DEF,right,0.0025,True
N. Otamendi,Argentina,90.0,3,0,0,0,70086,2057972,20180616,75,71,0,1,4,3,0,0,3,0,0,0,13,10,0,0,1,0,DEF,right,0.0363,True
A. Gunnarsson,Iceland,76.0,0,0,0,0,77521,2057972,20180616,17,12,0,0,0,0,0,0,5,0,2,0,1,0,0,0,4,0,MID,central,-0.0002,True
G. Sigurðsson,Iceland,90.0,3,0,0,0,77558,2057972,20180616,21,16,1,0,0,2,1,0,6,0,0,4,1,1,0,0,0,2,MID,central,0.0028,True
N. Tagliafico,Argentina,90.0,1,0,0,0,86722,2057972,20180616,54,51,0,0,2,1,0,0,2,0,0,1,4,1,0,0,3,0,DEF,left,0.0015,True
H. Magnússon,Iceland,90.0,1,0,0,0,135207,2057972,20180616,14,4,1,0,0,0,0,0,6,0,6,2,9,5,0,0,7,0,DEF,left,-0.0078,True
M. Meza,Argentina,84.0,0,0,0,0,146459,2057972,20180616,42,38,2,0,1,2,1,0,5,0,1,2,0,0,0,0,2,4,MID,right,0.0018,True
C. Pavón,Argentina,15.0,1,0,0,0,285396,2057972,20180616,10,8,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,FWD,left,-0.0045,False
I. Rakitić,Croatia,90.0,1,0,0,0,3476,2057973,20180616,59,49,2,0,0,1,2,0,4,0,2,2,4,2,0,0,1,2,MID,central,0.0154,True
O. Ighalo,Nigeria,73.0,2,0,0,0,5295,2057973,20180616,7,5,0,1,0,2,0,0,2,0,2,1,8,1,0,0,0,0,FWD,central,0.0128,True
J. Obi Mikel,Nigeria,88.0,0,0,0,0,7898,2057973,20180616,40,34,1,0,0,0,0,0,1,0,0,2,8,3,0,0,0,0,MID,central,-0.003,True
L. Modrić,Croatia,90.0,0,1,0,0,8287,2057973,20180616,58,52,1,0,1,0,0,0,5,0,0,1,2,2,0,0,0,4,MID,central,-0.0155,True
V. Moses,Nigeria,90.0,3,0,0,0,8625,2057973,20180616,26,18,0,2,0,2,0,0,5,0,3,4,4,1,0,0,0,5,MID,right,-0.0511,True
W. Troost-Ekong,Nigeria,90.0,0,0,0,0,11093,2057973,20180616,47,42,0,0,0,0,0,0,2,0,1,0,7,3,0,0,0,0,DEF,right,-0.0013,True
I. Perišić,Croatia,90.0,1,0,0,0,14812,2057973,20180616,37,30,0,1,1,1,0,0,2,0,2,2,4,4,0,0,0,0,MID,left,0.0042,True
M. Mandžukić,Croatia,86.0,2,0,0,0,14943,2057973,20180616,23,15,1,0,0,2,1,0,5,0,2,0,6,1,0,0,0,0,FWD,central,0.0009,True
L. Balogun,Nigeria,90.0,1,0,0,0,16443,2057973,20180616,43,35,1,0,0,1,0,0,4,0,1,0,4,2,0,0,0,0,DEF,left,0.0124,True
D. Lovren,Croatia,90.0,0,0,0,0,25393,2057973,20180616,55,48,0,0,0,0,0,0,11,0,2,0,8,5,0,0,0,0,DEF,right,0.0093,True
D. Vida,Croatia,90.0,0,0,0,0,69396,2057973,20180616,39,34,0,0,0,0,0,0,4,0,3,0,3,2,0,0,0,0,DEF,left,0.005,True
M. Kovačić,Croatia,,1,0,0,0,69404,2057973,20180616,3,3,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,MID,,,False
Š. Vrsaljko,Croatia,90.0,1,0,0,0,69409,2057973,20180616,36,30,0,1,1,1,0,0,5,0,3,3,4,2,0,0,6,0,DEF,right,0.0029,True
A. Kramarić,Croatia,61.0,2,0,0,0,69411,2057973,20180616,17,10,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,FWD,central,-0.0041,True
A. Rebić,Croatia,78.0,1,0,0,0,69616,2057973,20180616,31,21,1,0,0,0,0,0,2,0,0,4,10,6,0,0,0,0,FWD,central,0.0007,True
M. Brozović,Croatia,29.0,0,0,0,0,69968,2057973,20180616,26,25,0,0,0,0,0,0,6,0,2,0,1,1,0,0,0,0,MID,left,0.002,False
Simy,Nigeria,,0,0,0,0,72397,2057973,20180616,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,FWD,,,False
A. Musa,Nigeria,28.0,0,0,0,0,101606,2057973,20180616,7,5,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,FWD,left,-0.0083,False
I. Strinić,Croatia,90.0,0,0,0,0,105361,2057973,20180616,44,33,0,0,0,0,0,0,10,0,4,0,3,2,0,0,5,0,DEF,left,0.0046,True
D. Subašić,Croatia,,0,0,0,0,135747,2057973,20180616,21,20,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,GKP,,,True
M. Pjaca,Croatia,,0,0,0,0,135810,2057973,20180616,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FWD,,,False
B. Idowu,Nigeria,90.0,0,0,0,0,209792,2057973,20180616,27,20,2,0,0,0,1,0,4,0,0,2,4,2,0,0,3,0,DEF,left,-0.0044,True
A. Iwobi,Nigeria,62.0,3,0,0,0,230020,2057973,20180616,21,17,0,0,0,2,0,0,2,0,1,2,1,0,0,0,0,0,MID,left,-0.0083,True
W. Ndidi,Nigeria,90.0,0,0,0,0,265366,2057973,20180616,39,38,1,0,0,0,0,0,4,0,2,0,7,3,0,0,4,0,MID,central,0.0178,True
A. Shehu,Nigeria,90.0,0,0,0,0,265368,2057973,20180616,35,33,0,0,0,0,0,0,11,0,3,0,1,0,0,0,8,0,DEF,right,0.0048,True
F. Uzoho,Nigeria,,0,0,2,0,285491,2057973,20180616,19,13,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,GKP,,,True
K. Iheanacho,Nigeria,17.0,1,0,0,0,285508,2057973,20180616,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,FWD,central,-0.0028,False
O. Etebo,Nigeria,90.0,2,0,0,0,424624,2057973,20180616,64,61,0,2,0,0,1,1,1,0,0,0,1,0,0,0,1,0,FWD,central,0.0144,True
G. Higuaín,Argentina,36.0,1,0,0,0,3323,2057974,20180621,6,6,0,0,2,1,1,0,0,0,0,0,3,0,0,0,1,0,FWD,central,0.0188,False
J. Mascherano,Argentina,90.0,0,0,0,0,3355,2057974,20180621,57,50,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,DEF,central,0.0028,True
L. Messi,Argentina,90.0,1,0,0,0,3359,2057974,20180621,27,22,0,2,4,2,0,0,2,0,0,0,2,0,0,0,0,0,FWD,central,0.0106,True
E. Salvio,Argentina,56.0,0,0,0,0,3445,2057974,20180621,17,14,1,0,0,0,0,0,4,0,2,2,3,2,0,0,5,0,MID,right,0.0003,True
I. Rakitić,Croatia,90.0,3,1,0,0,3476,2057974,20180621,33,24,2,1,2,3,1,0,5,0,0,0,4,2,0,0,0,0,MID,central,0.0293,True
W. Caballero,Argentina,,0,0,3,0,3551,2057974,20180621,31,22,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,GKP,,,True
L. Modrić,Croatia,90.0,2,1,0,0,8287,2057974,20180621,38,31,1,0,3,1,0,0,6,0,0,0,2,2,0,0,0,2,MID,central,0.0163,True
S. Agüero,Argentina,54.0,1,0,0,0,8325,2057974,20180621,11,9,1,1,2,1,0,0,2,0,0,1,0,0,0,0,0,0,FWD,central,0.0168,True
V. Ćorluka,Croatia,,0,0,0,0,14771,2057974,20180621,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEF,,,False
I. Perišić,Croatia,80.0,1,0,0,0,14812,2057974,20180621,13,7,0,1,0,1,0,0,4,0,1,5,3,2,0,0,1,0,MID,central,0.0081,True
M. Mandžukić,Croatia,92.0,3,0,0,0,14943,2057974,20180621,19,14,0,2,0,2,0,0,4,0,1,1,10,2,0,0,0,0,FWD,central,-0.0091,True
D. Lovren,Croatia,90.0,0,0,0,0,25393,2057974,20180621,36,35,1,0,1,0,0,0,5,0,3,0,7,6,0,0,0,0,DEF,right,0.0141,True
D. Vida,Croatia,90.0,0,0,0,0,69396,2057974,20180621,32,21,1,0,0,0,0,0,2,0,0,0,4,1,0,0,0,0,DEF,left,-0.0074,True
M. Kovačić,Croatia,10.0,1,0,0,1,69404,2057974,20180621,6,6,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,MID,left,0.0536,False
Š. Vrsaljko,Croatia,90.0,0,0,0,0,69409,2057974,20180621,29,22,1,0,0,0,2,0,8,0,0,2,3,3,0,0,8,0,DEF,right,-0.0152,True
A. Kramarić,Croatia,33.0,0,0,0,0,69411,2057974,20180621,7,6,0,0,3,0,0,0,1,0,1,1,2,0,0,0,0,0,FWD,left,-0.0023,False
A. Rebić,Croatia,57.0,2,1,0,0,69616,2057974,20180621,8,4,0,0,2,2,0,0,2,0,0,0,4,1,0,0,0,0,FWD,central,-0.0056,True
M. Brozović,Croatia,90.0,1,0,0,0,69968,2057974,20180621,55,48,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,MID,central,0.0085,True
N. Otamendi,Argentina,90.0,1,0,0,0,70086,2057974,20180621,66,63,1,1,0,1,0,0,1,0,4,0,9,4,0,0,0,0,DEF,right,0.0424,True
G. Mercado,Argentina,90.0,0,0,0,0,86220,2057974,20180621,43,35,2,0,0,0,0,0,6,0,0,0,6,3,0,0,5,0,DEF,right,-0.0059,True
E. Pérez,Argentina,68.0,1,0,0,0,86234,2057974,20180621,44,40,2,0,1,1,1,0,2,0,0,0,1,0,0,0,0,0,MID,central,-0.0001,True
N. Tagliafico,Argentina,90.0,0,0,0,0,86722,2057974,20180621,79,68,1,0,1,0,1,0,8,0,1,0,5,3,0,0,2,0,DEF,left,0.0126,True
M. Acuña,Argentina,90.0,1,0,0,0,89073,2057974,20180621,34,20,1,0,1,0,0,0,5,0,0,7,5,3,0,0,12,3,MID,left,-0.0171,True
P. Dybala,Argentina,22.0,1,0,0,0,89186,2057974,20180621,11,8,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,FWD,right,0.0011,False
I. Strinić,Croatia,90.0,0,0,0,0,105361,2057974,20180621,33,22,0,0,0,0,0,0,2,0,1,0,3,1,0,0,14,0,DEF,left,-0.0117,True
D. Subašić,Croatia,,0,0,0,0,135747,2057974,20180621,23,19,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,GKP,,,True
M. Meza,Argentina,90.0,3,0,0,0,146459,2057974,20180621,40,31,1,1,1,2,0,0,2,0,0,0,5,0,0,0,1,1,MID,central,0.0148,True
C. Pavón,Argentina,34.0,0,0,0,0,285396,2057974,20180621,10,5,0,0,3,0,0,0,0,0,0,2,2,1,0,0,0,1,FWD,left,-0.0044,False
K. Omeruo,Nigeria,90.0,0,0,0,0,12,2057975,20180622,40,30,0,0,2,0,0,0,7,0,7,0,10,6,0,0,0,0,DEF,left,0.016,True
O. Ighalo,Nigeria,5.0,0,0,0,0,5295,2057975,20180622,2,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,FWD,central,-0.0011,False
J. Obi Mikel,Nigeria,90.0,0,0,0,0,7898,2057975,20180622,65,56,0,0,3,0,1,0,2,0,2,3,4,2,0,0,0,0,MID,central,0.0035,True
V. Moses,Nigeria,90.0,3,0,0,1,8625,2057975,20180622,45,37,0,2,6,2,0,0,3,0,3,3,0,0,0,0,10,0,MID,right,0.0485,True
W. Troost-Ekong,Nigeria,90.0,2,0,0,0,11093,2057975,20180622,38,33,0,0,0,1,0,0,7,0,9,0,8,5,0,0,0,0,DEF,right,0.0138,True
L. Balogun,Nigeria,90.0,1,0,0,0,16443,2057975,20180622,53,47,0,1,0,1,0,0,5,0,3,0,2,0,0,0,2,0,DEF,right,0.0142,True
A. Finnbogason,Iceland,90.0,2,0,0,0,37948,2057975,20180622,17,15,1,0,1,2,0,0,2,0,0,0,6,1,0,0,0,0,FWD,central,0.0098,True
B. Bjarnason,Iceland,90.0,2,0,0,0,38084,2057975,20180622,20,17,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,MID,left,-0.0041,True
A. Skúlason,Iceland,3.0,0,0,0,0,51127,2057975,20180622,4,4,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,DEF,central,0.0031,False
B. Sævarsson,Iceland,90.0,0,0,0,0,54451,2057975,20180622,33,25,0,0,0,0,0,0,1,0,1,5,4,1,0,0,8,0,DEF,right,-0.0037,True
B. Sigurðarson,Iceland,19.0,0,0,0,0,54495,2057975,20180622,8,5,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,FWD,central,-0.0025,False
R. Sigurðsson,Iceland,65.0,0,0,0,0,55983,2057975,20180622,15,8,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,DEF,left,0.0048,True
R. Gíslason,Iceland,90.0,1,0,0,0,56146,2057975,20180622,25,18,2,1,1,1,1,0,2,0,0,2,5,4,0,0,0,0,FWD,right,-0.0034,True
H. Halldórsson,Iceland,,0,0,2,0,57226,2057975,20180622,17,13,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,GKP,,,True
S. Ingason,Iceland,25.0,1,0,0,0,57347,2057975,20180622,9,8,0,0,0,0,0,0,5,0,2,0,4,3,0,0,1,0,DEF,left,0.0055,False
J. Böðvarsson,Iceland,71.0,0,0,0,0,58105,2057975,20180622,13,10,0,1,1,0,0,0,2,0,0,1,12,7,0,0,0,0,FWD,central,0.0055,True
K. Árnason,Iceland,90.0,0,0,0,0,62221,2057975,20180622,25,22,1,0,0,0,0,0,3,0,2,0,12,4,0,0,2,0,DEF,right,0.0163,True
A. Gunnarsson,Iceland,87.0,0,0,0,0,77521,2057975,20180622,33,27,0,0,1,0,0,0,0,0,0,1,1,0,0,0,4,0,MID,central,0.0006,True
G. Sigurðsson,Iceland,90.0,1,0,0,0,77558,2057975,20180622,40,33,0,0,0,2,1,0,2,0,0,2,1,0,0,0,0,5,MID,central,-0.0153,True
A. Musa,Nigeria,90.0,3,2,0,0,101606,2057975,20180622,24,21,1,1,8,3,0,0,0,0,1,2,4,1,0,0,2,0,FWD,central,0.0249,True
H. Magnússon,Iceland,90.0,0,0,0,0,135207,2057975,20180622,31,20,1,0,0,0,0,0,11,0,4,3,5,4,0,0,6,0,DEF,left,0.0029,True
B. Idowu,Nigeria,46.0,0,0,0,0,209792,2057975,20180622,15,14,0,0,2,0,0,0,2,0,0,2,3,1,0,0,1,0,DEF,left,-0.0084,True
A. Iwobi,Nigeria,,1,0,0,0,230020,2057975,20180622,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MID,,,False
W. Ndidi,Nigeria,90.0,2,0,0,0,265366,2057975,20180622,67,57,1,2,0,1,0,0,11,0,1,2,13,7,0,0,1,0,MID,central,0.018,True
F. Uzoho,Nigeria,,0,0,0,0,285491,2057975,20180622,13,10,0,0,0,0,0,0,2,0,0,0,0,0,4,2,0,0,GKP,,,True
K. Iheanacho,Nigeria,85.0,2,0,0,0,285508,2057975,20180622,31,26,0,1,4,1,1,0,2,0,0,0,5,0,0,0,0,3,FWD,central,-0.0132,True
T. Ebuehi,Nigeria,44.0,0,0,0,0,332821,2057975,20180622,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,DEF,left,0.0017,False
O. Etebo,Nigeria,90.0,2,0,0,0,424624,2057975,20180622,43,38,0,2,4,1,0,0,1,0,0,3,2,1,0,0,0,3,FWD,central,0.0105,True
K. Omeruo,Nigeria,90.0,0,0,0,0,12,2057976,20180626,24,19,0,0,0,0,0,0,3,0,4,0,2,0,0,0,0,0,DEF,left,0.0054,True
É. Banega,Argentina,90.0,0,0,0,1,3280,2057976,20180626,89,80,7,0,0,0,1,0,1,0,1,2,3,1,0,0,0,2,MID,central,0.0384,True
Á. di María,Argentina,72.0,1,0,0,0,3314,2057976,20180626,18,12,1,2,0,1,0,0,2,0,0,1,0,0,0,0,1,0,MID,left,-0.0103,True
G. Higuaín,Argentina,90.0,2,0,0,0,3323,2057976,20180626,26,21,0,0,2,2,0,0,3,0,1,1,4,1,0,0,0,0,FWD,central,0.0068,True
J. Mascherano,Argentina,90.0,0,0,0,0,3355,2057976,20180626,78,69,4,0,1,0,0,0,2,0,2,0,8,5,0,0,1,0,DEF,central,0.0062,True
L. Messi,Argentina,90.0,1,1,0,0,3359,2057976,20180626,59,45,1,3,4,2,1,0,5,0,0,3,2,0,0,0,0,0,FWD,central,0.0295,True
O. Ighalo,Nigeria,44.0,2,0,0,0,5295,2057976,20180626,3,3,0,0,1,3,1,0,4,0,2,0,10,2,0,0,0,0,FWD,central,0.0123,False
J. Obi Mikel,Nigeria,90.0,0,0,0,0,7898,2057976,20180626,36,30,0,0,0,0,0,0,4,0,0,0,3,1,0,0,0,0,MID,central,0.0019,True
S. Agüero,Argentina,,0,0,0,0,8325,2057976,20180626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FWD,,,False
V. Moses,Nigeria,90.0,0,1,0,0,8625,2057976,20180626,16,12,1,0,0,0,0,0,11,0,1,1,2,2,0,0,12,0,MID,right,0.0012,True
W. Troost-Ekong,Nigeria,90.0,0,0,0,0,11093,2057976,20180626,14,12,0,0,0,0,0,0,4,0,1,0,9,7,0,0,0,0,DEF,right,-0.0022,True
L. Balogun,Nigeria,90.0,1,0,0,0,16443,2057976,20180626,18,12,0,0,0,1,0,0,5,0,4,0,4,1,0,0,3,0,DEF,right,0.0128,True
N. Otamendi,Argentina,90.0,0,0,0,0,70086,2057976,20180626,66,57,1,0,1,0,0,0,7,0,3,0,7,3,0,0,1,0,DEF,right,0.0115,True
Simy,Nigeria,,0,0,0,0,72397,2057976,20180626,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,FWD,,,False
G. Mercado,Argentina,90.0,0,0,0,1,86220,2057976,20180626,45,36,1,0,0,0,0,0,3,0,1,4,4,2,0,0,8,0,DEF,right,0.0401,True
E. Pérez,Argentina,61.0,0,0,0,0,86234,2057976,20180626,33,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MID,right,0.004,True
N. Tagliafico,Argentina,80.0,1,0,0,0,86722,2057976,20180626,39,30,2,0,0,1,0,0,3,0,0,1,8,3,0,0,15,0,DEF,left,-0.0046,True
F. Armani,Argentina,,0,0,1,0,90991,2057976,20180626,18,13,0,0,0,0,0,0,3,0,1,0,0,0,1,1,0,0,GKP,,,True
A. Musa,Nigeria,92.0,1,0,0,0,101606,2057976,20180626,21,11,0,3,6,1,1,0,2,0,0,4,3,1,0,0,3,0,FWD,left,0.0093,True
M. Meza,Argentina,18.0,0,0,0,0,146459,2057976,20180626,7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,MID,left,0.0024,False
B. Idowu,Nigeria,90.0,0,0,0,0,209792,2057976,20180626,34,27,2,1,1,0,0,0,5,0,0,0,2,2,0,0,8,0,DEF,left,0.0013,True
A. Iwobi,Nigeria,,0,0,0,0,230020,2057976,20180626,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MID,,,False
W. Ndidi,Nigeria,90.0,1,0,0,0,265366,2057976,20180626,34,29,1,0,0,1,0,0,12,0,1,0,11,4,0,0,1,0,MID,central,0.0055,True
C. Pavón,Argentina,29.0,0,0,0,0,285396,2057976,20180626,15,11,1,1,2,0,0,0,1,0,0,3,1,0,0,0,0,3,FWD,right,0.0014,False
F. Uzoho,Nigeria,,0,0,2,0,285491,2057976,20180626,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,GKP,,,True
K. Iheanacho,Nigeria,46.0,0,0,0,0,285508,2057976,20180626,9,8,0,0,1,0,1,0,1,0,0,1,5,0,0,0,0,1,FWD,right,-0.0056,True
O. Etebo,Nigeria,90.0,2,0,0,0,424624,2057976,20180626,27,23,0,0,3,1,0,0,7,0,1,0,3,2,0,0,0,2,FWD,central,-0.0317,True
J. Guðmunds­son,Iceland,90.0,2,0,0,0,93,2057977,20180626,27,22,0,2,2,1,2,0,3,0,1,1,4,4,0,0,0,4,MID,right,0.031,True
I. Rakitić,Croatia,8.0,1,0,0,0,3476,2057977,20180626,5,4,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,MID,left,-0.0064,False
L. Modrić,Croatia,65.0,1,0,0,0,8287,2057977,20180626,50,47,0,2,3,0,0,0,1,0,0,1,0,0,0,0,1,3,MID,central,0.0015,True
V. Ćorluka,Croatia,90.0,0,0,0,0,14771,2057977,20180626,47,43,1,1,3,0,0,0,10,0,7,0,6,3,0,0,0,0,DEF,right,0.0243,True
I. Perišić,Croatia,90.0,2,1,0,0,14812,2057977,20180626,31,21,0,0,3,2,1,0,4,0,2,2,6,1,0,0,2,0,MID,left,0.0048,True
E. Hallfreðsson,Iceland,90.0,1,0,0,0,21314,2057977,20180626,36,31,2,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,MID,central,-0.007,True
D. Lovren,Croatia,,0,0,0,0,25393,2057977,20180626,2,1,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,DEF,,,False
A. Finnbogason,Iceland,85.0,1,0,0,0,37948,2057977,20180626,17,11,2,0,4,1,1,0,1,0,0,2,5,2,0,0,0,0,FWD,central,-0.0141,True
B. Bjarnason,Iceland,90.0,4,0,0,0,38084,2057977,20180626,27,19,1,0,7,4,0,0,3,0,0,2,3,2,0,0,0,0,MID,left,0.0098,True
B. Sævarsson,Iceland,90.0,0,0,0,0,54451,2057977,20180626,23,18,0,0,0,0,0,0,7,0,6,1,2,1,0,0,2,0,DEF,right,0.0007,True
B. Sigurðarson,Iceland,19.0,0,0,0,0,54495,2057977,20180626,4,4,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,FWD,right,0.0011,False
R. Sigurðsson,Iceland,71.0,0,0,0,0,55983,2057977,20180626,22,20,1,0,0,0,0,0,3,0,1,0,1,1,0,0,0,0,DEF,central,0.0043,True
H. Halldórsson,Iceland,,0,0,2,0,57226,2057977,20180626,10,9,0,0,2,0,0,0,1,0,1,0,2,0,3,0,0,0,GKP,,,True
S. Ingason,Iceland,90.0,2,0,0,0,57347,2057977,20180626,31,26,1,0,2,2,0,0,7,0,3,0,9,5,0,0,0,0,DEF,right,0.0221,True
A. Traustason,Iceland,,1,0,0,0,57480,2057977,20180626,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,MID,,,False
L. Kalinić,Croatia,,0,0,1,0,69353,2057977,20180626,11,8,0,0,0,0,0,0,2,0,0,0,4,3,6,2,0,0,GKP,,,True
M. Badelj,Croatia,90.0,2,1,0,1,69400,2057977,20180626,70,62,2,0,2,2,0,0,8,0,1,1,1,0,0,0,0,0,MID,central,0.0632,True
M. Kovačić,Croatia,82.0,1,0,0,0,69404,2057977,20180626,76,76,2,2,4,0,0,0,2,0,0,0,4,1,0,0,0,1,MID,central,0.0124,True
A. Kramarić,Croatia,90.0,2,0,0,0,69411,2057977,20180626,44,39,0,1,7,1,0,0,0,0,0,0,2,0,0,0,0,0,FWD,left,0.0019,True
J. Pivarić,Croatia,90.0,0,0,0,0,69964,2057977,20180626,56,48,1,2,4,0,0,0,1,0,1,2,1,0,0,0,9,0,DEF,left,0.0011,True
A. Gunnarsson,Iceland,90.0,2,0,0,0,77521,2057977,20180626,30,27,0,0,0,2,1,0,5,0,0,1,4,3,0,0,7,0,MID,central,0.0186,True
G. Sigurðsson,Iceland,90.0,1,1,0,0,77558,2057977,20180626,28,22,1,0,6,2,4,0,2,0,0,3,0,0,0,0,1,6,MID,central,-0.0088,True
