name,team,min,shot,goal,goal_allowed,assist,player_id,match_id,date,pass,pass_accurate,tackle,accel,counter,opportunity,keypass,own_goal,interception,smart,clearance,cross,air_duel,air_duel_won,gk_leave_line,gk_save_attempt,throw,corner,pos,side,player_rank,started
H. Magnússon,Iceland,90.0,1,0,0,0,135207,2057977,20180626,22,13,1,0,2,1,0,0,4,0,2,2,11,6,0,0,4,0,DEF,left,-0.0124,True
M. Pjaca,Croatia,69.0,1,0,0,0,135810,2057977,20180626,22,18,0,1,1,0,0,0,0,0,0,1,3,1,0,0,0,0,FWD,central,-0.011,True
T. Jedvaj,Croatia,90.0,0,0,0,0,212604,2057977,20180626,36,30,0,1,2,0,0,0,1,0,1,2,8,2,0,0,13,0,DEF,right,-0.0121,True
A. Gudmundsson,Iceland,,0,0,0,0,216568,2057977,20180626,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,FWD,,,False
D. Ćaleta-Car,Croatia,90.0,0,0,0,0,230626,2057977,20180626,36,33,0,0,0,0,0,0,5,0,7,0,3,0,0,0,0,0,DEF,left,0.015,True
F. Bradarić,Croatia,25.0,0,0,0,0,231713,2057977,20180626,11,11,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,MID,central,0.0031,False
Marcelo,Brazil,90.0,0,0,0,0,3310,2057978,20180617,81,61,1,0,0,0,0,0,10,0,1,4,1,0,0,0,4,0,DEF,left,-0.0111,True
João Miranda,Brazil,90.0,1,0,0,0,3431,2057978,20180617,68,64,0,0,0,1,0,0,4,0,0,0,4,3,0,0,0,0,DEF,left,0.0106,True
Philippe Coutinho,Brazil,90.0,4,1,0,0,3802,2057978,20180617,73,66,0,1,0,2,0,0,3,0,0,0,0,0,0,0,1,1,FWD,left,0.0165,True
Renato Augusto,Brazil,24.0,1,0,0,0,14785,2057978,20180617,14,12,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,MID,central,0.0013,False
R. Rodríguez,Switzerland,90.0,0,0,0,0,14922,2057978,20180617,32,27,0,1,0,0,0,0,7,0,3,4,2,1,0,0,4,1,DEF,left,-0.0104,True
Roberto Firmino,Brazil,11.0,2,0,0,0,15808,2057978,20180617,5,5,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,FWD,central,0.0118,False
Thiago Silva,Brazil,90.0,1,0,0,0,20394,2057978,20180617,56,50,0,0,0,1,0,0,5,0,2,0,5,2,0,0,0,0,DEF,right,0.01,True
S. Lichtsteiner,Switzerland,87.0,0,0,0,0,20465,2057978,20180617,34,22,0,1,1,0,0,0,5,0,0,4,3,1,0,0,11,0,DEF,right,-0.0246,True
H. Seferović,Switzerland,79.0,0,0,0,0,20766,2057978,20180617,9,6,1,0,1,0,0,0,2,0,2,0,3,2,0,0,0,0,FWD,central,0.0051,True
V. Behrami,Switzerland,71.0,0,0,0,0,20938,2057978,20180617,45,42,2,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,MID,central,-0.0029,True
B. Džemaili,Switzerland,90.0,3,0,0,0,21169,2057978,20180617,23,20,3,1,5,3,0,0,3,0,0,0,1,0,0,0,0,0,MID,central,0.0185,True
Paulinho,Brazil,66.0,1,0,0,0,40550,2057978,20180617,24,22,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,MID,central,0.0029,True
Casemiro,Brazil,60.0,1,0,0,0,40756,2057978,20180617,39,37,2,0,0,0,0,0,9,0,1,2,2,1,0,0,0,0,MID,central,-0.0051,True
Neymar,Brazil,90.0,3,0,0,0,40810,2057978,20180617,30,28,0,0,0,3,3,0,0,0,0,2,1,1,0,0,0,3,FWD,left,-0.0019,True
Y. Sommer,Switzerland,,0,0,1,0,49855,2057978,20180617,18,15,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,GKP,,,True
X. Shaqiri,Switzerland,90.0,1,0,0,1,49872,2057978,20180617,48,39,0,2,2,0,1,0,5,0,0,2,0,0,0,0,0,1,MID,right,0.0155,True
G. Xhaka,Switzerland,90.0,0,0,0,0,49876,2057978,20180617,57,50,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,MID,central,0.0144,True
M. Lang,Switzerland,3.0,0,0,0,0,49977,2057978,20180617,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,DEF,right,-0.0003,False
S. Zuber,Switzerland,90.0,2,1,0,0,49997,2057978,20180617,30,21,1,1,1,1,0,0,2,0,1,0,0,0,0,0,1,0,MID,left,0.0139,True
F. Schär,Switzerland,90.0,0,0,0,0,50102,2057978,20180617,55,44,1,0,1,0,0,0,9,0,5,0,4,2,0,0,1,0,DEF,right,-0.0004,True
Danilo,Brazil,90.0,0,0,0,0,70083,2057978,20180617,54,48,0,1,1,0,0,0,2,0,1,1,0,0,0,0,5,0,DEF,right,0.0038,True
Willian,Brazil,90.0,2,0,0,0,105333,2057978,20180617,38,28,0,2,3,0,1,0,4,0,1,4,1,0,0,0,0,3,MID,right,0.0076,True
Fernandinho,Brazil,30.0,2,0,0,0,105339,2057978,20180617,10,10,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,MID,central,0.0019,False
Alisson,Brazil,,0,0,1,0,214220,2057978,20180617,10,10,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,GKP,,,True
B. Embolo,Switzerland,11.0,0,0,0,0,282772,2057978,20180617,1,0,0,0,1,0,0,0,1,0,1,0,3,1,0,0,0,0,FWD,right,0.0024,False
M. Akanji,Switzerland,90.0,0,0,0,0,297957,2057978,20180617,68,63,0,0,0,0,0,0,3,0,1,0,3,2,0,0,0,0,DEF,left,0.0076,True
Gabriel Jesus,Brazil,79.0,0,0,0,0,340386,2057978,20180617,17,11,0,1,0,0,0,0,4,0,0,2,3,1,0,0,0,0,FWD,central,-0.0036,True
D. Zakaria,Switzerland,,0,0,0,0,360992,2057978,20180617,4,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,MID,,,False
D. Tadić,Serbia,90.0,0,0,0,0,383,2057979,20180617,26,22,0,2,0,0,1,0,3,0,1,4,3,1,0,0,0,0,MID,right,0.0018,True
K. Navas,Costa Rica,,0,0,1,0,3915,2057979,20180617,23,18,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,GKP,,,True
B. Ivanović,Serbia,90.0,0,0,0,0,7891,2057979,20180617,43,33,1,0,0,0,1,0,4,0,2,5,8,3,0,0,14,0,DEF,right,-0.0168,True
A. Kolarov,Serbia,90.0,1,1,0,0,8306,2057979,20180617,39,30,0,0,0,1,0,0,5,0,0,1,4,3,0,0,9,0,DEF,left,0.0037,True
B. Ruiz,Costa Rica,90.0,1,0,0,0,11155,2057979,20180617,50,41,0,0,0,0,1,0,5,0,0,0,7,3,0,0,1,0,MID,central,0.0007,True
A. Rukavina,Serbia,,0,0,0,0,15214,2057979,20180617,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DEF,,,False
A. Ljajić,Serbia,70.0,0,0,0,0,20941,2057979,20180617,19,15,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,4,FWD,central,0.0045,True
J. Campbell,Costa Rica,23.0,1,0,0,0,26038,2057979,20180617,12,9,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,FWD,central,-0.009,False
A. Prijović,Serbia,,0,0,0,0,50411,2057979,20180617,2,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,FWD,,,False
C. Borges,Costa Rica,90.0,1,0,0,0,51004,2057979,20180617,54,47,0,0,0,0,0,0,6,0,2,1,3,2,0,0,0,0,MID,central,0.0047,True
C. Gamboa,Costa Rica,90.0,1,0,0,0,55977,2057979,20180617,41,33,1,2,0,1,0,0,0,0,2,2,4,1,0,0,4,0,DEF,right,0.0109,True
C. Bolaños,Costa Rica,30.0,0,0,0,0,55988,2057979,20180617,23,21,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,MID,central,-0.0159,False
N. Matić,Serbia,90.0,1,0,0,0,70122,2057979,20180617,42,40,0,0,0,0,0,0,2,0,0,0,4,1,0,0,0,0,MID,central,0.0078,True
M. Ureña,Costa Rica,67.0,2,0,0,0,101796,2057979,20180617,6,5,1,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,FWD,central,0.0094,True
Ó. Duarte,Costa Rica,90.0,1,0,0,0,125250,2057979,20180617,51,46,0,0,0,0,2,0,3,0,5,1,9,4,0,0,2,0,DEF,left,0.0066,True
D. Guzmán,Costa Rica,73.0,0,0,0,0,125260,2057979,20180617,44,39,0,0,0,0,1,0,6,0,2,2,0,0,0,0,0,3,MID,central,-0.0036,True
D. Colindres,Costa Rica,17.0,0,0,0,0,125273,2057979,20180617,3,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,FWD,left,-0.0026,False
J. Acosta,Costa Rica,90.0,0,0,0,0,125284,2057979,20180617,25,24,0,0,0,0,0,0,0,0,2,0,7,2,0,0,1,0,DEF,right,0.0099,True
G. González,Costa Rica,90.0,2,0,0,0,125286,2057979,20180617,36,32,1,0,0,2,0,0,5,0,2,0,9,2,0,0,1,0,DEF,right,0.0221,True
J. Venegas,Costa Rica,60.0,0,0,0,0,125452,2057979,20180617,20,14,0,0,0,0,0,0,3,0,1,1,5,2,0,0,0,0,MID,left,-0.0018,True
F. Calvo,Costa Rica,90.0,1,0,0,0,125512,2057979,20180617,39,31,2,0,0,1,0,0,5,0,2,3,4,4,0,0,12,0,DEF,left,-0.01,True
D. Tošić,Serbia,83.0,0,0,0,0,127530,2057979,20180617,43,38,0,0,0,0,0,0,6,0,2,0,3,3,0,0,0,0,DEF,left,0.0079,True
L. Milivojević,Serbia,90.0,0,0,0,0,127537,2057979,20180617,51,42,2,0,0,0,0,0,4,0,0,0,4,4,0,0,1,0,MID,right,0.0009,True
V. Stojković,Serbia,,0,0,0,0,127671,2057979,20180617,10,8,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,GKP,,,True
F. Kostić,Serbia,20.0,1,0,0,0,127796,2057979,20180617,6,1,1,1,2,2,0,0,2,0,1,1,2,1,0,0,0,0,MID,left,0.002,False
A. Mitrović,Serbia,90.0,4,0,0,0,128214,2057979,20180617,19,14,0,1,1,4,0,0,2,0,2,1,9,2,0,0,0,0,FWD,central,0.0209,True
S. Milinković-Savić,Serbia,90.0,2,0,0,0,265865,2057979,20180617,32,25,1,0,0,1,2,0,6,0,3,0,9,4,0,0,0,0,MID,central,0.0191,True
N. Milenković,Serbia,90.0,0,0,0,0,424241,2057979,20180617,42,38,0,0,2,0,0,0,7,0,7,0,8,4,0,0,0,0,DEF,right,0.0187,True
Marcelo,Brazil,90.0,3,0,0,0,3310,2057980,20180622,107,95,0,2,3,2,0,0,1,0,1,7,4,3,0,0,6,0,DEF,left,0.0183,True
João Miranda,Brazil,90.0,0,0,0,0,3431,2057980,20180622,55,55,0,0,0,0,0,0,3,0,3,0,5,2,0,0,0,0,DEF,left,0.0141,True
Philippe Coutinho,Brazil,90.0,6,1,0,0,3802,2057980,20180622,85,79,0,2,2,6,1,0,4,0,0,0,3,1,0,0,0,0,FWD,left,0.0408,True
K. Navas,Costa Rica,,0,0,2,0,3915,2057980,20180622,23,15,1,0,0,0,0,0,2,0,1,0,2,2,3,5,0,0,GKP,,,True
B. Ruiz,Costa Rica,90.0,0,0,0,0,11155,2057980,20180622,36,27,0,0,1,0,0,0,5,0,0,2,4,2,0,0,0,0,MID,central,-0.0033,True
Roberto Firmino,Brazil,22.0,1,0,0,0,15808,2057980,20180622,10,9,0,2,4,1,0,0,2,0,0,0,2,2,0,0,1,0,FWD,central,0.0089,False
Thiago Silva,Brazil,90.0,1,0,0,0,20394,2057980,20180622,85,79,1,0,0,1,0,0,0,0,1,1,7,4,0,0,0,0,DEF,right,0.0101,True
Paulinho,Brazil,68.0,0,0,0,0,40550,2057980,20180622,37,36,0,0,0,0,3,0,1,0,0,2,4,2,0,0,0,0,MID,central,0.0079,True
Fágner,Brazil,90.0,0,0,0,0,40707,2057980,20180622,82,77,3,1,0,0,1,0,2,0,1,5,2,1,0,0,10,0,DEF,right,-0.0039,True
Casemiro,Brazil,90.0,2,0,0,0,40756,2057980,20180622,86,76,1,1,3,2,0,0,6,0,2,1,7,4,0,0,0,0,MID,central,0.0378,True
Neymar,Brazil,90.0,5,1,0,0,40810,2057980,20180622,50,44,0,2,8,7,2,0,1,0,0,6,2,0,0,0,2,7,FWD,left,-0.0008,True
C. Borges,Costa Rica,90.0,1,0,0,0,51004,2057980,20180622,31,27,0,0,1,1,0,0,3,0,2,0,4,4,0,0,0,0,MID,right,0.0043,True
C. Gamboa,Costa Rica,75.0,1,0,0,0,55977,2057980,20180622,24,16,3,2,0,0,1,0,4,0,0,2,4,1,0,0,2,0,DEF,right,0.0015,True
B. Oviedo,Costa Rica,90.0,0,0,0,0,55982,2057980,20180622,23,18,2,0,0,0,0,0,6,0,1,0,3,0,0,0,4,0,DEF,left,-0.002,True
C. Bolaños,Costa Rica,36.0,0,0,0,0,55988,2057980,20180622,8,4,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,MID,right,-0.0026,False
M. Ureña,Costa Rica,54.0,0,0,0,0,101796,2057980,20180622,13,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,FWD,central,-0.0057,True
Willian,Brazil,46.0,1,0,0,0,105333,2057980,20180622,24,21,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,MID,right,0.0065,True
Douglas Costa,Brazil,44.0,0,0,0,1,105334,2057980,20180622,29,25,0,4,4,0,2,0,0,0,0,4,0,0,0,0,0,2,MID,right,0.0612,False
Fernandinho,Brazil,-3.0,0,0,0,0,105339,2057980,20180622,9,9,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,MID,right,0.0013,False
Ó. Duarte,Costa Rica,90.0,1,0,0,0,125250,2057980,20180622,20,16,0,1,0,0,0,0,5,0,4,0,3,3,0,0,2,0,DEF,left,0.0057,True
D. Guzmán,Costa Rica,83.0,0,0,0,0,125260,2057980,20180622,25,19,1,1,0,0,0,0,6,0,4,0,3,2,0,0,0,0,MID,central,0.0012,True
Y. Tejeda,Costa Rica,,0,0,0,0,125268,2057980,20180622,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MID,,,False
J. Acosta,Costa Rica,90.0,0,0,0,0,125284,2057980,20180622,21,18,0,0,0,0,0,0,6,0,0,0,2,1,0,0,3,0,DEF,right,-0.0021,True
G. González,Costa Rica,90.0,0,0,0,0,125286,2057980,20180622,14,12,1,0,0,0,0,0,5,0,3,0,5,2,0,0,1,0,DEF,right,0.0069,True
J. Venegas,Costa Rica,90.0,0,0,0,0,125452,2057980,20180622,21,16,0,0,0,0,0,0,2,0,0,1,11,4,0,0,0,0,MID,central,-0.0053,True
F. Calvo,Costa Rica,15.0,0,0,0,0,125512,2057980,20180622,4,3,0,0,0,0,0,0,2,0,2,0,1,0,0,0,1,0,DEF,left,0.0023,False
Alisson,Brazil,,0,0,0,0,214220,2057980,20180622,15,15,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,GKP,,,True
Gabriel Jesus,Brazil,93.0,2,0,0,1,340386,2057980,20180622,18,15,0,1,1,3,1,0,4,0,1,0,5,1,0,0,0,0,FWD,central,0.0602,True
D. Tadić,Serbia,90.0,2,0,0,1,383,2057981,20180622,23,17,0,0,0,2,2,0,2,0,1,4,0,0,0,0,0,2,MID,right,0.0391,True
B. Ivanović,Serbia,90.0,0,0,0,0,7891,2057981,20180622,24,20,0,1,0,0,2,0,6,0,3,3,4,3,0,0,9,0,DEF,right,0.013,True
A. Kolarov,Serbia,90.0,0,0,0,0,8306,2057981,20180622,24,17,0,4,0,0,0,0,6,0,1,2,3,3,0,0,14,1,DEF,left,-0.0078,True
R. Rodríguez,Switzerland,90.0,1,0,0,0,14922,2057981,20180622,38,32,1,0,1,1,3,0,3,0,0,6,2,0,0,0,4,5,DEF,left,-0.0178,True
M. Gavranović,Switzerland,44.0,1,0,0,0,15199,2057981,20180622,6,5,0,0,2,1,0,0,0,0,0,0,2,1,0,0,0,0,FWD,central,0.0167,False
S. Lichtsteiner,Switzerland,90.0,1,0,0,0,20465,2057981,20180622,37,29,0,0,2,0,0,0,5,0,0,1,4,1,0,0,14,0,DEF,right,-0.0079,True
H. Seferović,Switzerland,46.0,0,0,0,0,20766,2057981,20180622,3,1,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,FWD,central,-0.0014,True
V. Behrami,Switzerland,90.0,0,0,0,0,20938,2057981,20180622,58,57,0,0,3,0,0,0,3,0,0,0,2,0,0,0,0,0,MID,right,0.0037,True
A. Ljajić,Serbia,26.0,1,0,0,0,20941,2057981,20180622,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FWD,left,0.0011,False
B. Džemaili,Switzerland,73.0,2,0,0,0,21169,2057981,20180622,16,14,0,0,0,2,0,0,2,0,0,0,7,2,0,0,0,0,MID,central,0.0167,True
Y. Sommer,Switzerland,,0,0,1,0,49855,2057981,20180622,27,20,0,0,0,0,0,0,3,0,2,0,0,0,1,1,0,0,GKP,,,True
X. Shaqiri,Switzerland,90.0,7,1,0,0,49872,2057981,20180622,46,40,0,3,7,4,0,0,2,0,1,2,1,0,0,0,0,2,MID,central,0.048,True
G. Xhaka,Switzerland,90.0,2,1,0,0,49876,2057981,20180622,88,80,0,0,4,2,0,0,2,0,1,0,3,0,0,0,0,0,MID,central,0.0184,True
S. Zuber,Switzerland,94.0,0,0,0,0,49997,2057981,20180622,36,28,0,1,2,0,1,0,2,0,1,0,5,0,0,0,0,0,MID,left,0.0078,True
F. Schär,Switzerland,90.0,1,0,0,0,50102,2057981,20180622,64,56,2,0,1,1,0,0,2,0,2,0,11,4,0,0,0,0,DEF,right,0.0094,True
N. Matić,Serbia,90.0,1,0,0,0,70122,2057981,20180622,30,25,0,1,0,1,0,0,6,0,1,1,13,3,0,0,0,0,MID,central,0.0034,True
D. Tošić,Serbia,90.0,0,0,0,0,127530,2057981,20180622,39,34,1,0,0,1,0,0,4,0,2,1,4,2,0,0,0,0,DEF,left,0.0109,True
L. Milivojević,Serbia,81.0,0,0,0,0,127537,2057981,20180622,26,25,1,0,0,0,1,0,3,0,0,1,3,0,0,0,0,0,MID,central,-0.0043,True
V. Stojković,Serbia,,0,0,2,0,127671,2057981,20180622,18,17,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,GKP,,,True
F. Kostić,Serbia,64.0,0,0,0,0,127796,2057981,20180622,19,14,1,2,0,0,0,0,1,0,0,4,1,0,0,0,0,0,MID,left,-0.003,True
A. Mitrović,Serbia,90.0,6,1,0,0,128214,2057981,20180622,13,10,1,0,0,6,0,0,3,0,1,0,15,9,0,0,0,0,FWD,central,0.0138,True
N. Radonjić,Serbia,,0,0,0,0,237274,2057981,20180622,2,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,MID,,,False
S. Milinković-Savić,Serbia,90.0,1,0,0,0,265865,2057981,20180622,22,17,0,0,0,1,0,0,0,0,0,1,6,2,0,0,0,0,MID,central,-0.0195,True
B. Embolo,Switzerland,17.0,1,0,0,0,282772,2057981,20180622,8,5,0,1,2,1,1,0,0,0,0,1,3,1,0,0,0,0,FWD,right,0.0139,False
M. Akanji,Switzerland,90.0,2,0,0,0,297957,2057981,20180622,67,62,1,0,3,1,0,0,4,0,3,1,13,9,0,0,0,0,DEF,left,0.0162,True
N. Milenković,Serbia,90.0,0,0,0,0,424241,2057981,20180622,27,21,0,0,0,0,0,0,1,0,0,0,8,4,0,0,0,0,DEF,right,0.0002,True
D. Tadić,Serbia,90.0,1,0,0,0,383,2057982,20180627,31,26,0,0,1,0,1,0,5,0,0,4,1,1,0,0,0,0,MID,right,-0.0147,True
Marcelo,Brazil,10.0,0,0,0,0,3310,2057982,20180627,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,DEF,left,-0.0021,True
João Miranda,Brazil,90.0,0,0,0,0,3431,2057982,20180627,50,48,1,0,5,0,0,0,6,0,3,0,4,3,0,0,0,0,DEF,left,0.0247,True
Filipe Luis,Brazil,80.0,1,0,0,0,3434,2057982,20180627,75,66,1,0,1,1,0,0,3,0,1,1,2,1,0,0,7,0,DEF,left,0.0149,False
Philippe Coutinho,Brazil,80.0,2,0,0,1,3802,2057982,20180627,55,51,0,0,8,0,1,0,2,0,1,0,2,1,0,0,0,0,FWD,left,0.0524,True
A. Kolarov,Serbia,90.0,0,0,0,0,8306,2057982,20180627,41,35,0,0,0,0,0,0,5,0,3,5,4,4,0,0,6,2,DEF,left,-0.0057,True
M. Veljkovic,Serbia,90.0,0,0,0,0,11095,2057982,20180627,45,43,1,0,0,0,0,0,4,0,1,0,3,1,0,0,0,0,DEF,left,0.0075,True
Renato Augusto,Brazil,10.0,0,0,0,0,14785,2057982,20180627,21,20,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,MID,central,0.0038,False
A. Rukavina,Serbia,90.0,0,0,0,0,15214,2057982,20180627,38,34,0,0,0,0,1,0,5,0,3,6,0,0,0,0,5,0,DEF,right,0.0021,True
Thiago Silva,Brazil,90.0,1,1,0,0,20394,2057982,20180627,46,42,0,0,0,1,0,0,8,0,5,0,4,3,0,0,0,0,DEF,right,0.0253,True
A. Ljajić,Serbia,75.0,0,0,0,0,20941,2057982,20180627,43,34,1,1,3,0,0,0,2,0,0,3,2,0,0,0,1,3,FWD,central,-0.0162,True
Paulinho,Brazil,66.0,1,1,0,0,40550,2057982,20180627,27,23,0,1,1,1,0,0,4,0,0,2,2,0,0,0,0,0,MID,central,0.012,True
Fágner,Brazil,90.0,0,0,0,0,40707,2057982,20180627,60,48,2,1,0,0,0,0,6,0,2,0,1,0,0,0,8,0,DEF,right,0.0033,True
Casemiro,Brazil,90.0,1,0,0,0,40756,2057982,20180627,73,62,0,0,3,0,0,0,9,0,4,0,9,4,0,0,0,0,MID,central,0.0099,True
Neymar,Brazil,90.0,7,0,0,1,40810,2057982,20180627,78,65,0,10,14,6,0,0,0,0,0,1,2,0,0,0,1,6,FWD,left,0.0689,True
N. Matić,Serbia,90.0,1,0,0,0,70122,2057982,20180627,56,48,2,1,1,1,0,0,6,0,0,0,6,4,0,0,1,0,MID,central,-0.0057,True
Willian,Brazil,90.0,0,0,0,0,105333,2057982,20180627,55,49,0,2,8,0,1,0,6,0,1,3,3,0,0,0,1,3,MID,right,0.0089,True
Fernandinho,Brazil,24.0,0,0,0,0,105339,2057982,20180627,33,29,0,1,2,0,0,0,5,0,0,2,2,1,0,0,0,0,MID,central,0.0002,False
V. Stojković,Serbia,,0,0,2,0,127671,2057982,20180627,17,15,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,GKP,,,True
F. Kostić,Serbia,82.0,1,0,0,0,127796,2057982,20180627,21,16,1,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,MID,left,-0.0051,True
A. Mitrović,Serbia,89.0,4,0,0,0,128214,2057982,20180627,14,6,0,0,0,3,0,0,2,0,2,0,16,8,0,0,0,0,FWD,central,0.0388,True
A. Živković,Serbia,15.0,1,0,0,0,140085,2057982,20180627,13,10,0,1,0,1,0,0,1,0,0,3,0,0,0,0,0,0,MID,right,-0.002,False
Alisson,Brazil,,0,0,0,0,214220,2057982,20180627,9,8,0,0,0,0,0,0,2,0,0,0,1,1,4,0,0,0,GKP,,,True
N. Radonjić,Serbia,8.0,0,0,0,0,237274,2057982,20180627,9,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,MID,left,-0.0019,False
S. Milinković-Savić,Serbia,90.0,2,0,0,0,265865,2057982,20180627,54,43,1,0,0,1,0,0,6,0,0,0,4,1,0,0,0,0,MID,central,-0.0006,True
Gabriel Jesus,Brazil,90.0,1,0,0,0,340386,2057982,20180627,25,23,0,3,4,1,1,0,4,0,0,0,5,2,0,0,0,0,FWD,central,0.0151,True
N. Milenković,Serbia,90.0,0,0,0,0,424241,2057982,20180627,42,39,1,0,0,0,0,0,6,0,4,0,4,3,0,0,0,0,DEF,right,0.017,True
K. Navas,Costa Rica,,0,0,2,0,3915,2057983,20180627,17,15,0,0,0,0,0,0,0,0,0,0,2,2,5,0,0,0,GKP,,,True
B. Ruiz,Costa Rica,90.0,0,0,0,0,11155,2057983,20180627,35,30,0,1,5,0,0,0,1,0,1,0,1,0,0,0,1,0,MID,central,-0.0036,True
R. Rodríguez,Switzerland,90.0,1,0,0,0,14922,2057983,20180627,47,39,1,1,0,1,0,0,1,0,2,5,1,1,0,0,8,3,DEF,left,0.0003,True
M. Gavranović,Switzerland,69.0,2,0,0,0,15199,2057983,20180627,10,7,0,0,0,3,0,0,0,0,0,0,3,1,0,0,0,0,FWD,central,-0.0043,True
S. Lichtsteiner,Switzerland,90.0,1,0,0,0,20465,2057983,20180627,47,38,0,0,0,0,0,0,7,0,1,5,4,2,0,0,10,0,DEF,right,-0.0261,True
V. Behrami,Switzerland,60.0,1,0,0,0,20938,2057983,20180627,44,41,0,0,1,0,0,0,3,0,0,0,1,1,0,0,0,0,MID,right,0.0033,True
B. Džemaili,Switzerland,90.0,2,1,0,0,21169,2057983,20180627,29,22,1,1,0,2,0,0,0,0,0,1,2,1,0,0,0,0,MID,central,0.014,True
J. Campbell,Costa Rica,90.0,2,0,0,1,26038,2057983,20180627,19,16,0,3,8,2,0,0,1,0,0,1,2,0,0,0,2,3,FWD,central,0.0108,True
R. Azofeifa,Costa Rica,,0,0,0,0,32706,2057983,20180627,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MID,,,False
Y. Sommer,Switzerland,,0,0,2,0,49855,2057983,20180627,25,23,0,0,0,0,0,1,2,0,0,0,0,0,1,4,0,0,GKP,,,True
X. Shaqiri,Switzerland,81.0,0,0,0,0,49872,2057983,20180627,34,26,0,3,0,0,1,0,3,0,0,0,0,0,0,0,0,3,MID,right,-0.0123,True
G. Xhaka,Switzerland,90.0,0,0,0,0,49876,2057983,20180627,95,94,1,1,0,0,0,0,5,0,3,0,1,0,0,0,2,0,MID,central,0.021,True
M. Lang,Switzerland,,0,0,0,0,49977,2057983,20180627,5,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,DEF,,,False
J. Drmic,Switzerland,21.0,3,1,0,0,50023,2057983,20180627,5,4,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,FWD,central,0.0126,False
F. Schär,Switzerland,90.0,0,0,0,0,50102,2057983,20180627,83,73,0,0,0,0,0,0,2,0,4,0,2,1,0,0,0,0,DEF,right,-0.0031,True
C. Borges,Costa Rica,90.0,3,0,0,0,51004,2057983,20180627,36,30,0,0,3,3,1,0,0,0,0,2,4,3,0,0,0,0,MID,central,0.0232,True
C. Gamboa,Costa Rica,93.0,1,0,0,0,55977,2057983,20180627,18,16,3,1,0,1,0,0,1,0,2,0,5,3,0,0,1,0,DEF,right,0.0314,True
B. Oviedo,Costa Rica,90.0,2,0,0,0,55982,2057983,20180627,32,25,0,1,1,2,1,0,9,0,2,5,3,2,0,0,6,0,DEF,left,0.0086,True
R. Wallace,Costa Rica,,0,0,0,0,59126,2057983,20180627,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,MID,,,False
D. Guzmán,Costa Rica,91.0,1,0,0,0,125260,2057983,20180627,41,34,1,0,1,0,1,0,2,0,1,1,1,1,0,0,0,2,MID,central,-0.0143,True
D. Colindres,Costa Rica,81.0,3,0,0,0,125273,2057983,20180627,30,15,0,0,0,2,1,0,3,0,0,4,3,1,0,0,1,0,FWD,left,-0.0084,True
J. Acosta,Costa Rica,90.0,0,0,0,0,125284,2057983,20180627,22,18,1,0,1,0,0,0,3,0,1,0,8,5,0,0,5,0,DEF,right,0.0008,True
