player_id,match_id,name,team,pos,throw,corner
288091,2058004,Marco Asensio,Spain,MID,0,2
54,2058005,C. Eriksen,Denmark,MID,0,3
8287,2058005,L. Modrić,Croatia,MID,0,5
14812,2058005,I. Perišić,Croatia,MID,4,0
25393,2058005,D. Lovren,Croatia,DEF,1,0
55957,2058005,J. Knudsen,Denmark,DEF,18,0
55968,2058005,M. Braithwaite,Denmark,FWD,0,1
56394,2058005,H. Dalsgaard,Denmark,DEF,15,0
69409,2058005,Š. Vrsaljko,Croatia,DEF,13,0
69964,2058005,J. Pivarić,Croatia,DEF,4,0
105361,2058005,I. Strinić,Croatia,DEF,12,0
3349,2058006,J. dos Santos,Mexico,MID,0,1
3384,2058006,A. Guardado,Mexico,MID,1,3
3434,2058006,Filipe Luis,Brazil,DEF,12,0
3685,2058006,C. Vela,Mexico,FWD,1,3
3802,2058006,Philippe Coutinho,Brazil,FWD,0,1
40550,2058006,Paulinho,Brazil,MID,1,0
40707,2058006,Fágner,Brazil,DEF,8,0
40810,2058006,Neymar,Brazil,FWD,0,3
105333,2058006,Willian,Brazil,MID,1,4
112366,2058006,M. Layún,Mexico,DEF,4,0
112459,2058006,H. Herrera,Mexico,MID,1,0
255387,2058006,C. Salcedo,Mexico,DEF,1,0
336178,2058006,J. Gallardo,Mexico,MID,8,0
448210,2058006,E. Álvarez,Mexico,DEF,5,0
48,2058007,J. Vertonghen,Belgium,DEF,6,0
261,2058007,N. Chadli,Belgium,MID,3,0
8249,2058007,M. Fellaini,Belgium,MID,1,0
14836,2058007,T. Inui,Japan,MID,0,2
20517,2058007,Y. Nagatomo,Japan,DEF,6,0
25707,2058007,E. Hazard,Belgium,FWD,1,1
37824,2058007,T. Meunier,Belgium,DEF,7,0
38021,2058007,K. De Bruyne,Belgium,MID,2,8
70123,2058007,A. Witsel,Belgium,MID,3,0
94695,2058007,H. Sakai,Japan,DEF,3,0
94828,2058007,G. Shibasaki,Japan,MID,0,2
101592,2058007,K. Honda,Japan,MID,0,2
134769,2058007,Y. Carrasco,Belgium,FWD,4,0
7850,2058008,J. Djourou,Switzerland,DEF,1,0
8192,2058008,M. Olsson,Sweden,DEF,1,1
14922,2058008,R. Rodríguez,Switzerland,DEF,10,7
49872,2058008,X. Shaqiri,Switzerland,MID,0,4
49977,2058008,M. Lang,Switzerland,DEF,9,0
51064,2058008,E. Krafth,Sweden,DEF,1,0
51132,2058008,E. Forsberg,Sweden,MID,0,2
51144,2058008,V. Claesson,Sweden,MID,3,0
51217,2058008,L. Augustinsson,Sweden,DEF,6,0
61949,2058008,M. Lustig,Sweden,DEF,6,0
3450,2058009,R. Falcao,Colombia,FWD,1,0
7939,2058009,A. Young,England,DEF,10,3
8277,2058009,K. Walker,England,DEF,1,0
8292,2058009,D. Rose,England,DEF,2,0
8945,2058009,K. Trippier,England,DEF,10,4
13484,2058009,D. Alli,England,MID,1,0
20751,2058009,J. Cuadrado,Colombia,MID,2,2
70136,2058009,S. Arias,Colombia,DEF,6,0
91702,2058009,J. Mojica,Colombia,DEF,14,0
256634,2058009,Y. Mina,Colombia,DEF,1,0
257762,2058009,D. Sánchez,Colombia,DEF,1,0
3433,2058010,D. Godín,Uruguay,DEF,1,0
3682,2058010,A. Griezmann,France,FWD,1,3
20460,2058010,M. Cáceres,Uruguay,DEF,11,0
70379,2058010,J. Urretavizcaya,Uruguay,MID,2,0
116269,2058010,D. Laxalt,Uruguay,MID,8,0
116349,2058010,M. Vecino,Uruguay,MID,1,0
227894,2058010,J. Giménez,Uruguay,DEF,1,0
279545,2058010,L. Hernández,France,DEF,13,0
333571,2058010,L. Torreira,Uruguay,MID,0,4
340646,2058010,B. Pavard,France,DEF,8,0
353833,2058010,K. Mbappé,France,FWD,2,0
48,2058011,J. Vertonghen,Belgium,DEF,5,0
261,2058011,N. Chadli,Belgium,MID,5,2
3310,2058011,Marcelo,Brazil,DEF,7,1
3431,2058011,João Miranda,Brazil,DEF,1,0
3802,2058011,Philippe Coutinho,Brazil,FWD,1,0
37824,2058011,T. Meunier,Belgium,DEF,5,0
38021,2058011,K. De Bruyne,Belgium,MID,0,2
40707,2058011,Fágner,Brazil,DEF,4,0
40810,2058011,Neymar,Brazil,FWD,1,5
105333,2058011,Willian,Brazil,MID,0,2
3476,2058012,I. Rakitić,Croatia,MID,1,0
4513,2058012,D. Cheryshev,Russia,MID,1,0
8287,2058012,L. Modrić,Croatia,MID,0,8
41123,2058012,Mário Fernandes,Russia,DEF,11,0
69396,2058012,D. Vida,Croatia,DEF,2,0
69409,2058012,Š. Vrsaljko,Croatia,DEF,9,0
69964,2058012,J. Pivarić,Croatia,DEF,11,0
69968,2058012,M. Brozović,Croatia,MID,1,0
101590,2058012,A. Dzagoev,Russia,MID,0,3
101647,2058012,F. Kudryashov,Russia,DEF,8,0
101669,2058012,A. Dzyuba,Russia,FWD,1,0
101707,2058012,F. Smolov,Russia,FWD,1,0
105361,2058012,I. Strinić,Croatia,DEF,7,0
257800,2058012,A. Golovin,Russia,MID,0,3
7939,2058013,A. Young,England,DEF,7,1
8277,2058013,K. Walker,England,DEF,1,0
8529,2058013,S. Larsson,Sweden,MID,2,1
8717,2058013,H. Kane,England,FWD,1,0
8945,2058013,K. Trippier,England,DEF,14,5
51064,2058013,E. Krafth,Sweden,DEF,14,0
51144,2058013,V. Claesson,Sweden,MID,2,0
51217,2058013,L. Augustinsson,Sweden,DEF,10,0
36,2058014,T. Alderweireld,Belgium,DEF,2,0
48,2058014,J. Vertonghen,Belgium,DEF,5,0
122,2058014,D. Mertens,Belgium,FWD,2,0
261,2058014,N. Chadli,Belgium,MID,7,5
3682,2058014,A. Griezmann,France,FWD,1,2
25707,2058014,E. Hazard,Belgium,FWD,1,0
38021,2058014,K. De Bruyne,Belgium,MID,1,0
70123,2058014,A. Witsel,Belgium,MID,2,0
279545,2058014,L. Hernández,France,DEF,5,0
340646,2058014,B. Pavard,France,DEF,6,0
353833,2058014,K. Mbappé,France,FWD,0,2
3476,2058015,I. Rakitić,Croatia,MID,0,3
7934,2058015,J. Lingard,England,MID,1,0
7939,2058015,A. Young,England,DEF,14,1
8287,2058015,L. Modrić,Croatia,MID,0,5
8292,2058015,D. Rose,England,DEF,5,0
8653,2058015,H. Maguire,England,DEF,1,0
8945,2058015,K. Trippier,England,DEF,15,3
9380,2058015,J. Stones,England,DEF,1,0
11066,2058015,R. Sterling,England,FWD,1,0
14812,2058015,I. Perišić,Croatia,MID,2,0
25393,2058015,D. Lovren,Croatia,DEF,2,0
69409,2058015,Š. Vrsaljko,Croatia,DEF,12,0
69964,2058015,J. Pivarić,Croatia,DEF,4,0
105361,2058015,I. Strinić,Croatia,DEF,13,0
397178,2058015,M. Rashford,England,FWD,1,0
48,2058016,J. Vertonghen,Belgium,DEF,6,0
122,2058016,D. Mertens,Belgium,FWD,0,1
261,2058016,N. Chadli,Belgium,MID,1,0
7918,2058016,P. Jones,England,DEF,1,0
8292,2058016,D. Rose,England,DEF,2,0
8464,2058016,F. Delph,England,MID,2,0
8717,2058016,H. Kane,England,FWD,1,0
8945,2058016,K. Trippier,England,DEF,10,4
25707,2058016,E. Hazard,Belgium,FWD,0,2
37824,2058016,T. Meunier,Belgium,DEF,1,0
38021,2058016,K. De Bruyne,Belgium,MID,0,1
397178,2058016,M. Rashford,England,FWD,0,1
3476,2058017,I. Rakitić,Croatia,MID,4,3
3682,2058017,A. Griezmann,France,FWD,0,2
8287,2058017,L. Modrić,Croatia,MID,1,3
14943,2058017,M. Mandžukić,Croatia,FWD,1,0
69409,2058017,Š. Vrsaljko,Croatia,DEF,10,0
69968,2058017,M. Brozović,Croatia,MID,2,0
105361,2058017,I. Strinić,Croatia,DEF,4,0
279545,2058017,L. Hernández,France,DEF,13,0
340646,2058017,B. Pavard,France,DEF,8,0
353833,2058017,K. Mbappé,France,FWD,1,0
