player_id,match_id,name,team,pos,assist,cross
99391,2057998,M. Rybus,Poland,DEF,0,1
99833,2057998,B. Bereszyński,Poland,DEF,0,2
99902,2057998,P. Zieliński,Poland,MID,0,1
240042,2057998,D. Kownacki,Poland,FWD,0,1
14836,2057999,T. Inui,Japan,MID,1,1
20517,2057999,Y. Nagatomo,Japan,DEF,1,2
25706,2057999,I. Gueye,Senegal,MID,0,1
25747,2057999,S. Mané,Senegal,FWD,0,1
25898,2057999,M. Niang,Senegal,FWD,1,2
26115,2057999,S. Sané,Senegal,DEF,0,1
28529,2057999,Y. Sabaly,Senegal,DEF,0,5
94650,2057999,G. Haraguchi,Japan,MID,0,1
94695,2057999,H. Sakai,Japan,DEF,0,1
94828,2057999,G. Shibasaki,Japan,MID,0,3
94831,2057999,Y. Ōsako,Japan,FWD,0,2
207164,2057999,B. N'Diaye,Senegal,MID,0,1
375348,2057999,M. Wagué,Senegal,DEF,0,7
448079,2057999,I. Sarr,Senegal,MID,0,4
14730,2058000,T. Usami,Japan,FWD,0,4
14749,2058000,G. Sakai,Japan,DEF,0,1
14836,2058000,T. Inui,Japan,MID,0,1
20517,2058000,Y. Nagatomo,Japan,DEF,0,2
33032,2058000,K. Grosicki,Poland,MID,0,7
94695,2058000,H. Sakai,Japan,DEF,0,2
94828,2058000,G. Shibasaki,Japan,MID,0,1
94831,2058000,Y. Ōsako,Japan,FWD,0,1
99381,2058000,A. Jędrzejczyk,Poland,DEF,0,1
99833,2058000,B. Bereszyński,Poland,DEF,0,2
225324,2058000,R. Kurzawa,Poland,MID,1,1
20751,2058001,J. Cuadrado,Colombia,MID,0,2
25747,2058001,S. Mané,Senegal,FWD,0,2
25898,2058001,M. Niang,Senegal,FWD,0,1
26115,2058001,S. Sané,Senegal,DEF,0,1
28529,2058001,Y. Sabaly,Senegal,DEF,0,1
91019,2058001,J. Quintero,Colombia,MID,1,0
91702,2058001,J. Mojica,Colombia,DEF,0,3
448079,2058001,I. Sarr,Senegal,MID,0,3
3322,2058002,Cristiano Ronaldo,Portugal,FWD,0,2
7972,2058002,L. Suárez,Uruguay,FWD,1,2
8126,2058002,José Fonte,Portugal,DEF,0,1
20460,2058002,M. Cáceres,Uruguay,DEF,0,1
28907,2058002,Raphaël Guerreiro,Portugal,DEF,1,10
32597,2058002,Ricardo Quaresma,Portugal,FWD,0,6
32599,2058002,Manuel Fernandes,Portugal,MID,0,1
70095,2058002,C. Rodríguez,Uruguay,MID,0,1
70381,2058002,Ricardo Pereira,Portugal,DEF,0,7
70403,2058002,Adrien Silva,Portugal,MID,0,1
70965,2058002,João Mário,Portugal,MID,0,5
116269,2058002,D. Laxalt,Uruguay,MID,0,1
116349,2058002,M. Vecino,Uruguay,MID,0,1
237034,2058002,Gonçalo Guedes,Portugal,FWD,0,2
265673,2058002,Bernardo Silva,Portugal,MID,0,6
299618,2058002,N. Nández,Uruguay,MID,0,2
361807,2058002,R. Bentancur,Uruguay,MID,1,1
3314,2058003,Á. di María,Argentina,MID,0,7
3359,2058003,L. Messi,Argentina,FWD,1,0
8325,2058003,S. Agüero,Argentina,FWD,0,1
26010,2058003,O. Giroud,France,FWD,1,0
146459,2058003,M. Meza,Argentina,MID,0,2
279545,2058003,L. Hernández,France,DEF,0,2
285396,2058003,C. Pavón,Argentina,FWD,0,6
340646,2058003,B. Pavard,France,DEF,0,2
353833,2058003,K. Mbappé,France,FWD,0,1
3269,2058004,Jordi Alba,Spain,DEF,0,1
3304,2058004,Nacho,Spain,DEF,0,3
3443,2058004,Koke,Spain,MID,0,2
3563,2058004,Isco,Spain,MID,0,6
4338,2058004,Diego Costa,Spain,FWD,0,1
4501,2058004,Daniel Carvajal,Spain,DEF,0,2
4513,2058004,D. Cheryshev,Russia,MID,0,1
41123,2058004,Mário Fernandes,Russia,DEF,0,1
101647,2058004,F. Kudryashov,Russia,DEF,0,1
101699,2058004,A. Samedov,Russia,MID,0,1
101707,2058004,F. Smolov,Russia,FWD,0,1
103668,2058004,I. Kutepov,Russia,DEF,0,2
103682,2058004,R. Zobnin,Russia,MID,0,2
257800,2058004,A. Golovin,Russia,MID,0,1
288091,2058004,Marco Asensio,Spain,MID,0,2
54,2058005,C. Eriksen,Denmark,MID,0,4
405,2058005,L. Schöne,Denmark,MID,0,1
8287,2058005,L. Modrić,Croatia,MID,0,3
14812,2058005,I. Perišić,Croatia,MID,0,5
55957,2058005,J. Knudsen,Denmark,DEF,0,4
55968,2058005,M. Braithwaite,Denmark,FWD,0,1
55990,2058005,T. Delaney,Denmark,MID,1,1
56274,2058005,Y. Poulsen,Denmark,FWD,0,2
56394,2058005,H. Dalsgaard,Denmark,DEF,0,1
69409,2058005,Š. Vrsaljko,Croatia,DEF,0,5
69411,2058005,A. Kramarić,Croatia,FWD,0,2
69616,2058005,A. Rebić,Croatia,FWD,0,5
69964,2058005,J. Pivarić,Croatia,DEF,0,3
105361,2058005,I. Strinić,Croatia,DEF,0,4
135103,2058005,A. Christensen,Denmark,DEF,0,1
135150,2058005,A. Cornelius,Denmark,FWD,0,1
3384,2058006,A. Guardado,Mexico,MID,0,1
3434,2058006,Filipe Luis,Brazil,DEF,0,1
3685,2058006,C. Vela,Mexico,FWD,0,2
3802,2058006,Philippe Coutinho,Brazil,FWD,0,1
7941,2058006,J. Hernández,Mexico,FWD,0,1
40550,2058006,Paulinho,Brazil,MID,0,1
40707,2058006,Fágner,Brazil,DEF,0,4
40756,2058006,Casemiro,Brazil,MID,0,1
40810,2058006,Neymar,Brazil,FWD,0,2
105333,2058006,Willian,Brazil,MID,1,4
112366,2058006,M. Layún,Mexico,DEF,0,4
112459,2058006,H. Herrera,Mexico,MID,0,2
295156,2058006,H. Lozano,Mexico,FWD,0,4
336178,2058006,J. Gallardo,Mexico,MID,0,1
340386,2058006,Gabriel Jesus,Brazil,FWD,0,2
48,2058007,J. Vertonghen,Belgium,DEF,0,1
122,2058007,D. Mertens,Belgium,FWD,0,2
261,2058007,N. Chadli,Belgium,MID,0,2
8249,2058007,M. Fellaini,Belgium,MID,0,1
14816,2058007,S. Kagawa,Japan,MID,0,1
14836,2058007,T. Inui,Japan,MID,0,3
20517,2058007,Y. Nagatomo,Japan,DEF,0,5
25707,2058007,E. Hazard,Belgium,FWD,1,3
37824,2058007,T. Meunier,Belgium,DEF,1,5
38021,2058007,K. De Bruyne,Belgium,MID,0,2
94650,2058007,G. Haraguchi,Japan,MID,0,1
94695,2058007,H. Sakai,Japan,DEF,0,2
94828,2058007,G. Shibasaki,Japan,MID,1,1
94831,2058007,Y. Ōsako,Japan,FWD,0,1
134769,2058007,Y. Carrasco,Belgium,FWD,0,4
123,2058008,O. Toivonen,Sweden,FWD,1,0
7850,2058008,J. Djourou,Switzerland,DEF,0,1
14922,2058008,R. Rodríguez,Switzerland,DEF,0,13
20876,2058008,A. Ekdal,Sweden,MID,0,1
49872,2058008,X. Shaqiri,Switzerland,MID,0,8
49876,2058008,G. Xhaka,Switzerland,MID,0,2
49977,2058008,M. Lang,Switzerland,DEF,0,5
49997,2058008,S. Zuber,Switzerland,MID,0,2
50023,2058008,J. Drmic,Switzerland,FWD,0,1
51132,2058008,E. Forsberg,Sweden,MID,0,1
51217,2058008,L. Augustinsson,Sweden,DEF,0,5
61949,2058008,M. Lustig,Sweden,DEF,0,2
3450,2058009,R. Falcao,Colombia,FWD,0,1
7934,2058009,J. Lingard,England,MID,0,1
7939,2058009,A. Young,England,DEF,0,1
7964,2058009,J. Henderson,England,MID,0,1
8945,2058009,K. Trippier,England,DEF,0,5
11066,2058009,R. Sterling,England,FWD,0,1
12829,2058009,J. Vardy,England,FWD,0,2
20751,2058009,J. Cuadrado,Colombia,MID,1,6
91019,2058009,J. Quintero,Colombia,MID,0,2
91702,2058009,J. Mojica,Colombia,DEF,0,8
3682,2058010,A. Griezmann,France,FWD,1,1
3714,2058010,C. Stuani,Uruguay,FWD,0,3
7936,2058010,P. Pogba,France,MID,0,2
7972,2058010,L. Suárez,Uruguay,FWD,0,3
20460,2058010,M. Cáceres,Uruguay,DEF,0,7
26010,2058010,O. Giroud,France,FWD,0,1
70095,2058010,C. Rodríguez,Uruguay,MID,0,1
70379,2058010,J. Urretavizcaya,Uruguay,MID,0,3
116269,2058010,D. Laxalt,Uruguay,MID,0,5
116349,2058010,M. Vecino,Uruguay,MID,0,1
209091,2058010,C. Tolisso,France,MID,1,1
227894,2058010,J. Giménez,Uruguay,DEF,0,1
279545,2058010,L. Hernández,France,DEF,0,1
299618,2058010,N. Nández,Uruguay,MID,0,4
333571,2058010,L. Torreira,Uruguay,MID,0,2
340646,2058010,B. Pavard,France,DEF,0,4
353833,2058010,K. Mbappé,France,FWD,0,3
361807,2058010,R. Bentancur,Uruguay,MID,0,1
261,2058011,N. Chadli,Belgium,MID,0,1
3310,2058011,Marcelo,Brazil,DEF,0,11
3802,2058011,Philippe Coutinho,Brazil,FWD,1,0
7905,2058011,R. Lukaku,Belgium,FWD,1,1
15808,2058011,Roberto Firmino,Brazil,FWD,0,1
37824,2058011,T. Meunier,Belgium,DEF,0,2
38021,2058011,K. De Bruyne,Belgium,MID,0,2
40707,2058011,Fágner,Brazil,DEF,0,1
40810,2058011,Neymar,Brazil,FWD,0,3
105333,2058011,Willian,Brazil,MID,0,3
105334,2058011,Douglas Costa,Brazil,MID,0,1
105339,2058011,Fernandinho,Brazil,MID,0,1
340386,2058011,Gabriel Jesus,Brazil,FWD,0,1
4513,2058012,D. Cheryshev,Russia,MID,0,1
8287,2058012,L. Modrić,Croatia,MID,1,3
14812,2058012,I. Perišić,Croatia,MID,0,1
14943,2058012,M. Mandžukić,Croatia,FWD,1,2
41123,2058012,Mário Fernandes,Russia,DEF,0,3
69396,2058012,D. Vida,Croatia,DEF,0,1
69409,2058012,Š. Vrsaljko,Croatia,DEF,0,10
69411,2058012,A. Kramarić,Croatia,FWD,0,5
69616,2058012,A. Rebić,Croatia,FWD,0,5
69964,2058012,J. Pivarić,Croatia,DEF,0,5
101590,2058012,A. Dzagoev,Russia,MID,1,0
101699,2058012,A. Samedov,Russia,MID,0,1
101707,2058012,F. Smolov,Russia,FWD,0,2
101953,2058012,A. Erokhin,Russia,MID,0,1
103682,2058012,R. Zobnin,Russia,MID,0,1
105361,2058012,I. Strinić,Croatia,DEF,0,1
220971,2058012,D. Kuzyaev,Russia,MID,0,1
257800,2058012,A. Golovin,Russia,MID,0,1
123,2058013,O. Toivonen,Sweden,FWD,0,1
151,2058013,J. Guidetti,Sweden,FWD,0,1
7934,2058013,J. Lingard,England,MID,1,2
7939,2058013,A. Young,England,DEF,1,5
7964,2058013,J. Henderson,England,MID,0,2
8192,2058013,M. Olsson,Sweden,DEF,0,3
8277,2058013,K. Walker,England,DEF,0,1
8464,2058013,F. Delph,England,MID,0,1
8529,2058013,S. Larsson,Sweden,MID,0,1
8653,2058013,H. Maguire,England,DEF,0,3
8717,2058013,H. Kane,England,FWD,0,1
8945,2058013,K. Trippier,England,DEF,0,6
11066,2058013,R. Sterling,England,FWD,0,5
13484,2058013,D. Alli,England,MID,0,2
51064,2058013,E. Krafth,Sweden,DEF,0,4
51132,2058013,E. Forsberg,Sweden,MID,0,2
51144,2058013,V. Claesson,Sweden,MID,0,2
51217,2058013,L. Augustinsson,Sweden,DEF,0,7
48,2058014,J. Vertonghen,Belgium,DEF,0,1
122,2058014,D. Mertens,Belgium,FWD,0,6
261,2058014,N. Chadli,Belgium,MID,0,8
3682,2058014,A. Griezmann,France,FWD,1,0
25707,2058014,E. Hazard,Belgium,FWD,0,1
38021,2058014,K. De Bruyne,Belgium,MID,0,7
70123,2058014,A. Witsel,Belgium,MID,0,1
279545,2058014,L. Hernández,France,DEF,0,3
340646,2058014,B. Pavard,France,DEF,0,2
353833,2058014,K. Mbappé,France,FWD,0,2
3476,2058015,I. Rakitić,Croatia,MID,0,1
8287,2058015,L. Modrić,Croatia,MID,0,1
8292,2058015,D. Rose,England,DEF,0,3
8945,2058015,K. Trippier,England,DEF,0,3
13484,2058015,D. Alli,England,MID,0,1
14812,2058015,I. Perišić,Croatia,MID,1,9
14943,2058015,M. Mandžukić,Croatia,FWD,0,1
69409,2058015,Š. Vrsaljko,Croatia,DEF,1,8
69616,2058015,A. Rebić,Croatia,FWD,0,8
69964,2058015,J. Pivarić,Croatia,DEF,0,3
69968,2058015,M. Brozović,Croatia,MID,0,1
105361,2058015,I. Strinić,Croatia,DEF,0,6
397178,2058015,M. Rashford,England,FWD,0,4
36,2058016,T. Alderweireld,Belgium,DEF,0,1
122,2058016,D. Mertens,Belgium,FWD,0,2
261,2058016,N. Chadli,Belgium,MID,1,2
7918,2058016,P. Jones,England,DEF,0,2
7934,2058016,J. Lingard,England,MID,0,3
8464,2058016,F. Delph,England,MID,0,2
8945,2058016,K. Trippier,England,DEF,0,6
11066,2058016,R. Sterling,England,FWD,0,1
25707,2058016,E. Hazard,Belgium,FWD,0,1
37824,2058016,T. Meunier,Belgium,DEF,0,4
38021,2058016,K. De Bruyne,Belgium,MID,1,2
235555,2058016,R. Loftus-Cheek,England,MID,0,1
263802,2058016,Y. Tielemans,Belgium,MID,0,1
397178,2058016,M. Rashford,England,FWD,0,1
3476,2058017,I. Rakitić,Croatia,MID,0,3
8287,2058017,L. Modrić,Croatia,MID,0,1
14812,2058017,I. Perišić,Croatia,MID,0,9
14943,2058017,M. Mandžukić,Croatia,FWD,0,1
25393,2058017,D. Lovren,Croatia,DEF,0,1
25437,2058017,B. Matuidi,France,MID,0,1
69396,2058017,D. Vida,Croatia,DEF,1,0
69409,2058017,Š. Vrsaljko,Croatia,DEF,0,6
69616,2058017,A. Rebić,Croatia,FWD,0,2
105361,2058017,I. Strinić,Croatia,DEF,0,2
353833,2058017,K. Mbappé,France,FWD,0,1
