player_id,match_id,assist,cross
135927,2057964,0,1
237836,2057964,0,1
3269,2057965,0,2
3353,2057965,1,3
3563,2057965,0,3
3840,2057965,0,1
4501,2057965,1,6
8317,2057965,0,2
25888,2057965,1,0
25998,2057965,0,1
32968,2057965,0,1
70129,2057965,0,1
149074,2057965,0,2
396475,2057965,0,1
54,2057967,1,4
15080,2057967,0,3
56394,2057967,0,2
70156,2057967,0,6
114723,2057967,0,1
114813,2057967,0,3
115146,2057967,0,5
139078,2057967,0,1
241945,2057967,0,1
3682,2057968,0,2
14872,2057968,0,1
14909,2057968,0,1
25437,2057968,0,4
26010,2057968,0,1
28115,2057968,0,1
70156,2057968,0,5
114709,2057968,0,3
114723,2057968,0,1
114762,2057968,0,3
114813,2057968,0,1
115146,2057968,0,1
286390,2057968,0,2
353833,2057968,0,2
3682,2057970,0,3
26136,2057970,0,8
26196,2057970,0,6
28115,2057970,0,1
31528,2057970,0,1
55968,2057970,0,1
56394,2057970,0,1
135150,2057970,0,1
241945,2057970,0,1
279545,2057970,0,2
286390,2057970,0,1
93,2057972,0,1
3280,2057972,0,2
3314,2057972,0,6
3323,2057972,0,1
3445,2057972,0,4
8325,2057972,0,1
21314,2057972,0,1
38084,2057972,0,1
77558,2057972,0,4
86722,2057972,0,1
135207,2057972,0,2
146459,2057972,0,2
285396,2057972,0,2
3476,2057973,0,2
5295,2057973,0,1
7898,2057973,0,2
8287,2057973,0,1
8625,2057973,0,4
14812,2057973,0,2
69409,2057973,0,3
69411,2057973,0,2
69616,2057973,0,4
101606,2057973,0,1
209792,2057973,0,2
230020,2057973,0,2
285508,2057973,0,1
3445,2057974,0,2
8325,2057974,0,1
14812,2057974,0,5
14943,2057974,0,1
69404,2057974,1,1
69409,2057974,0,2
69411,2057974,0,1
89073,2057974,0,7
89186,2057974,0,1
285396,2057974,0,2
7898,2057975,0,3
8625,2057975,1,3
38084,2057975,0,1
54451,2057975,0,5
56146,2057975,0,2
58105,2057975,0,1
77521,2057975,0,1
77558,2057975,0,2
101606,2057975,0,2
135207,2057975,0,3
209792,2057975,0,2
265366,2057975,0,2
424624,2057975,0,3
3280,2057976,1,2
3314,2057976,0,1
3323,2057976,0,1
3359,2057976,0,3
8625,2057976,0,1
86220,2057976,1,4
86722,2057976,0,1
101606,2057976,0,4
285396,2057976,0,3
285508,2057976,0,1
93,2057977,0,1
8287,2057977,0,1
14812,2057977,0,2
37948,2057977,0,2
38084,2057977,0,2
54451,2057977,0,1
57480,2057977,0,1
69400,2057977,1,1
69964,2057977,0,2
77521,2057977,0,1
77558,2057977,0,3
135207,2057977,0,2
135810,2057977,0,1
212604,2057977,0,2
216568,2057977,0,1
3310,2057978,0,4
14785,2057978,0,2
14922,2057978,0,4
20465,2057978,0,4
40756,2057978,0,2
40810,2057978,0,2
49872,2057978,1,2
70083,2057978,0,1
105333,2057978,0,4
340386,2057978,0,2
383,2057979,0,4
7891,2057979,0,5
8306,2057979,0,1
20941,2057979,0,2
26038,2057979,0,1
51004,2057979,0,1
55977,2057979,0,2
55988,2057979,0,2
101796,2057979,0,1
125250,2057979,0,1
125260,2057979,0,2
125273,2057979,0,1
125452,2057979,0,1
125512,2057979,0,3
127796,2057979,0,1
128214,2057979,0,1
3310,2057980,0,7
11155,2057980,0,2
20394,2057980,0,1
40550,2057980,0,2
40707,2057980,0,5
40756,2057980,0,1
40810,2057980,0,6
55977,2057980,0,2
55988,2057980,0,1
105333,2057980,0,1
105334,2057980,1,4
125452,2057980,0,1
340386,2057980,1,0
383,2057981,1,4
7891,2057981,0,3
8306,2057981,0,2
14922,2057981,0,6
20465,2057981,0,1
49872,2057981,0,2
70122,2057981,0,1
127530,2057981,0,1
127537,2057981,0,1
127796,2057981,0,4
237274,2057981,0,1
265865,2057981,0,1
282772,2057981,0,1
297957,2057981,0,1
383,2057982,0,4
3434,2057982,0,1
3802,2057982,1,0
8306,2057982,0,5
15214,2057982,0,6
20941,2057982,0,3
40550,2057982,0,2
40810,2057982,1,1
105333,2057982,0,3
105339,2057982,0,2
127796,2057982,0,4
140085,2057982,0,3
237274,2057982,0,1
14922,2057983,0,5
20465,2057983,0,5
21169,2057983,0,1
26038,2057983,1,1
51004,2057983,0,2
55982,2057983,0,5
125260,2057983,0,1
125273,2057983,0,4
282772,2057983,1,2
360992,2057983,1,1
3318,2057984,0,2
3319,2057984,0,2
3384,2057984,0,1
3685,2057984,0,2
7941,2057984,1,0
14716,2057984,0,1
14732,2057984,0,10
14862,2057984,0,1
15024,2057984,0,3
15125,2057984,0,3
146583,2057984,0,1
173214,2057984,0,2
224593,2057984,0,11
295156,2057984,0,1
336178,2057984,0,2
123,2057985,0,1
8529,2057985,0,3
14911,2057985,0,2
49862,2057985,0,2
51144,2057985,0,1
51217,2057985,0,4
61949,2057985,0,4
95200,2057985,0,1
95299,2057985,0,3
95490,2057985,0,1
107529,2057985,0,3
299121,2057985,0,1
349687,2057985,0,1
123,2057986,0,1
14716,2057986,0,4
14723,2057986,0,3
14732,2057986,0,8
14808,2057986,0,1
14862,2057986,0,1
15024,2057986,0,6
18669,2057986,0,3
50812,2057986,0,1
51144,2057986,1,1
51217,2057986,0,4
61949,2057986,0,2
146583,2057986,0,1
173214,2057986,0,5
224593,2057986,0,13
3384,2057987,0,1
3685,2057987,0,2
7941,2057987,0,1
8297,2057987,0,1
51625,2057987,0,2
95200,2057987,0,1
95299,2057987,0,2
107529,2057987,0,1
112366,2057987,0,2
295156,2057987,1,0
299121,2057987,0,2
336178,2057987,0,1
349687,2057987,0,2
3318,2057988,0,1
3319,2057988,0,4
14723,2057988,0,1
14732,2057988,0,1
14795,2057988,0,2
15024,2057988,0,5
15781,2057988,0,1
18669,2057988,0,2
107413,2057988,0,1
107529,2057988,0,2
134383,2057988,0,1
134387,2057988,0,2
146583,2057988,0,1
173214,2057988,0,8
209567,2057988,1,0
224593,2057988,0,12
123,2057989,0,1
3685,2057989,0,3
3795,2057989,0,1
7941,2057989,0,1
8529,2057989,0,2
14908,2057989,0,1
51217,2057989,0,1
61949,2057989,0,3
112253,2057989,0,2
112366,2057989,0,2
112459,2057989,0,5
112522,2057989,0,4
255387,2057989,0,1
295156,2057989,0,1
336178,2057989,0,3
36,2057990,0,1
48,2057990,0,1
122,2057990,0,5
25707,2057990,1,0
37824,2057990,0,4
38021,2057990,1,3
116364,2057990,0,2
134769,2057990,0,1
241077,2057990,0,3
361498,2057990,0,1
401861,2057990,0,2
7939,2057991,0,2
7964,2057991,0,2
8277,2057991,0,1
8653,2057991,1,1
8945,2057991,0,4
9380,2057991,0,1
13484,2057991,0,2
235555,2057991,0,1
295747,2057991,0,2
36,2057992,1,0
48,2057992,0,1
122,2057992,1,2
7905,2057992,0,1
25776,2057992,1,3
26100,2057992,0,1
37824,2057992,1,4
38021,2057992,0,3
134769,2057992,0,4
209354,2057992,0,1
263802,2057992,1,0
275243,2057992,0,2
293080,2057992,1,5
8292,2057993,0,1
8464,2057993,0,1
8717,2057993,0,1
8945,2057993,1,0
11066,2057993,1,0
116364,2057993,0,3
235555,2057993,1,0
241077,2057993,0,3
361498,2057993,0,2
401861,2057993,0,3
261,2057994,0,1
7918,2057994,0,1
8249,2057994,0,1
8292,2057994,0,3
8464,2057994,0,1
8653,2057994,0,1
12829,2057994,0,1
38093,2057994,0,1
235555,2057994,0,3
261127,2057994,0,1
263802,2057994,1,1
346101,2057994,0,3
397178,2057994,0,2
25776,2057995,1,4
26100,2057995,0,3
120717,2057995,1,5
131862,2057995,0,1
209354,2057995,0,2
241077,2057995,0,1
293080,2057995,0,5
354043,2057995,0,2
401861,2057995,0,1
14798,2057996,0,4
25898,2057996,0,3
28529,2057996,0,1
33032,2057996,1,1
99391,2057996,0,3
99452,2057996,0,1
99902,2057996,0,2
375348,2057996,0,3
448079,2057996,0,4
14836,2057997,0,1
20517,2057997,0,2
37831,2057997,0,1
70136,2057997,0,3
91702,2057997,0,4
94695,2057997,0,4
94828,2057997,0,2
94831,2057997,0,2
101592,2057997,1,0
3450,2057998,0,1
14798,2057998,0,1
14817,2057998,0,1
20751,2057998,0,8
70096,2057998,2,2
70136,2057998,0,3
91019,2057998,1,2
91702,2057998,0,8
99391,2057998,0,1
99833,2057998,0,2
99902,2057998,0,1
240042,2057998,0,1
14836,2057999,1,1
20517,2057999,1,2
25706,2057999,0,1
25747,2057999,0,1
25898,2057999,1,2
26115,2057999,0,1
28529,2057999,0,5
94650,2057999,0,1
94695,2057999,0,1
94828,2057999,0,3
94831,2057999,0,2
207164,2057999,0,1
375348,2057999,0,7
448079,2057999,0,4
14730,2058000,0,4
14749,2058000,0,1
14836,2058000,0,1
20517,2058000,0,2
33032,2058000,0,7
94695,2058000,0,2
94828,2058000,0,1
94831,2058000,0,1
99381,2058000,0,1
99833,2058000,0,2
225324,2058000,1,1
20751,2058001,0,2
25747,2058001,0,2
25898,2058001,0,1
26115,2058001,0,1
28529,2058001,0,1
91019,2058001,1,0
91702,2058001,0,3
448079,2058001,0,3
3322,2058002,0,2
7972,2058002,1,2
8126,2058002,0,1
20460,2058002,0,1
28907,2058002,1,10
32597,2058002,0,6
32599,2058002,0,1
70095,2058002,0,1
70381,2058002,0,7
70403,2058002,0,1
70965,2058002,0,5
116269,2058002,0,1
116349,2058002,0,1
237034,2058002,0,2
265673,2058002,0,6
299618,2058002,0,2
361807,2058002,1,1
3314,2058003,0,7
3359,2058003,1,0
8325,2058003,0,1
26010,2058003,1,0
146459,2058003,0,2
279545,2058003,0,2
285396,2058003,0,6
340646,2058003,0,2
353833,2058003,0,1
3269,2058004,0,1
3304,2058004,0,3
3443,2058004,0,2
3563,2058004,0,6
4338,2058004,0,1
4501,2058004,0,2
4513,2058004,0,1
41123,2058004,0,1
101647,2058004,0,1
101699,2058004,0,1
101707,2058004,0,1
103668,2058004,0,2
103682,2058004,0,2
257800,2058004,0,1
288091,2058004,0,2
54,2058005,0,4
405,2058005,0,1
8287,2058005,0,3
14812,2058005,0,5
55957,2058005,0,4
55968,2058005,0,1
55990,2058005,1,1
56274,2058005,0,2
56394,2058005,0,1
69409,2058005,0,5
69411,2058005,0,2
69616,2058005,0,5
69964,2058005,0,3
105361,2058005,0,4
135103,2058005,0,1
135150,2058005,0,1
3384,2058006,0,1
3434,2058006,0,1
3685,2058006,0,2
3802,2058006,0,1
7941,2058006,0,1
40550,2058006,0,1
40707,2058006,0,4
40756,2058006,0,1
40810,2058006,0,2
105333,2058006,1,4
112366,2058006,0,4
112459,2058006,0,2
295156,2058006,0,4
336178,2058006,0,1
340386,2058006,0,2
48,2058007,0,1
122,2058007,0,2
261,2058007,0,2
8249,2058007,0,1
14816,2058007,0,1
14836,2058007,0,3
20517,2058007,0,5
25707,2058007,1,3
37824,2058007,1,5
38021,2058007,0,2
94650,2058007,0,1
94695,2058007,0,2
94828,2058007,1,1
94831,2058007,0,1
134769,2058007,0,4
123,2058008,1,0
7850,2058008,0,1
14922,2058008,0,13
20876,2058008,0,1
49872,2058008,0,8
49876,2058008,0,2
49977,2058008,0,5
49997,2058008,0,2
50023,2058008,0,1
51132,2058008,0,1
51217,2058008,0,5
61949,2058008,0,2
3450,2058009,0,1
7934,2058009,0,1
7939,2058009,0,1
7964,2058009,0,1
8945,2058009,0,5
11066,2058009,0,1
12829,2058009,0,2
20751,2058009,1,6
91019,2058009,0,2
91702,2058009,0,8
3682,2058010,1,1
3714,2058010,0,3
7936,2058010,0,2
7972,2058010,0,3
20460,2058010,0,7
26010,2058010,0,1
70095,2058010,0,1
70379,2058010,0,3
116269,2058010,0,5
116349,2058010,0,1
209091,2058010,1,1
227894,2058010,0,1
279545,2058010,0,1
299618,2058010,0,4
333571,2058010,0,2
340646,2058010,0,4
353833,2058010,0,3
361807,2058010,0,1
261,2058011,0,1
3310,2058011,0,11
3802,2058011,1,0
7905,2058011,1,1
15808,2058011,0,1
37824,2058011,0,2
38021,2058011,0,2
40707,2058011,0,1
40810,2058011,0,3
105333,2058011,0,3
105334,2058011,0,1
105339,2058011,0,1
340386,2058011,0,1
4513,2058012,0,1
8287,2058012,1,3
14812,2058012,0,1
14943,2058012,1,2
41123,2058012,0,3
69396,2058012,0,1
69409,2058012,0,10
69411,2058012,0,5
69616,2058012,0,5
69964,2058012,0,5
101590,2058012,1,0
101699,2058012,0,1
101707,2058012,0,2
101953,2058012,0,1
103682,2058012,0,1
105361,2058012,0,1
220971,2058012,0,1
257800,2058012,0,1
123,2058013,0,1
151,2058013,0,1
7934,2058013,1,2
7939,2058013,1,5
7964,2058013,0,2
8192,2058013,0,3
8277,2058013,0,1
8464,2058013,0,1
8529,2058013,0,1
8653,2058013,0,3
8717,2058013,0,1
8945,2058013,0,6
11066,2058013,0,5
13484,2058013,0,2
51064,2058013,0,4
51132,2058013,0,2
51144,2058013,0,2
51217,2058013,0,7
48,2058014,0,1
122,2058014,0,6
261,2058014,0,8
3682,2058014,1,0
25707,2058014,0,1
38021,2058014,0,7
70123,2058014,0,1
279545,2058014,0,3
340646,2058014,0,2
353833,2058014,0,2
3476,2058015,0,1
8287,2058015,0,1
8292,2058015,0,3
8945,2058015,0,3
13484,2058015,0,1
14812,2058015,1,9
14943,2058015,0,1
69409,2058015,1,8
69616,2058015,0,8
69964,2058015,0,3
69968,2058015,0,1
105361,2058015,0,6
397178,2058015,0,4
36,2058016,0,1
122,2058016,0,2
261,2058016,1,2
7918,2058016,0,2
7934,2058016,0,3
8464,2058016,0,2
8945,2058016,0,6
11066,2058016,0,1
25707,2058016,0,1
37824,2058016,0,4
38021,2058016,1,2
235555,2058016,0,1
263802,2058016,0,1
397178,2058016,0,1
3476,2058017,0,3
8287,2058017,0,1
14812,2058017,0,9
14943,2058017,0,1
25393,2058017,0,1
25437,2058017,0,1
69396,2058017,1,0
69409,2058017,0,6
69616,2058017,0,2
105361,2058017,0,2
353833,2058017,0,1
